Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR4000N1700EE	WR4000N1700EE_Stat_pct	WR4000N1700EE_SystUp_pct	WR4000N1700EE_SystDn_pct	WR4000N1700EE_TotalUp_pct	WR4000N1700EE_TotalDn_pct	WR4000N1700EE_Pileup_pct	WR4000N1700EE_ElectronID_pct	WR4000N1700EE_ElectronReco_pct	WR4000N1700EE_ElectronTrig_pct	WR4000N1700EE_MuonID_pct	WR4000N1700EE_MuonReco_pct	WR4000N1700EE_MuonTrig_pct	WR4000N1700EE_MuonIso_pct	WR4000N1700EE_JER_pct	WR4000N1700EE_JES_pct
Total	0.0000	8000.0000	11.1644	12.0000	8.0225	0.0889	1.1332	1.9197	8.0695	7.1702	7.3186	10.7949	10.8940	2.4144	0.9227	5.7607	1.3519	0.0000	0.0000	0.0000	0.0000	0.5994	3.6898	9.9950	7.1886	7.5207	12.3116	12.5084	2.0553	0.9413	6.0923	1.5463	0.0000	0.0000	0.0000	0.0000	0.8040	3.8605	62.0299	11.6818	19.1842	63.1203	64.9287	18.8902	0.8550	3.2672	0.2782	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	30.6924	6.8496	7.0904	31.4475	31.5008	4.7495	0.9090	5.1873	0.9908	0.0000	0.0000	0.0000	0.0000	0.1715	0.1715	11.0080	9.6130	8.2595	14.6146	13.7621	4.1088	0.8566	4.8289	0.8023	0.0000	0.0000	0.0000	0.0000	0.5967	7.4350	0.0018	52.1931	12.4944	10.2228	53.6678	53.1849	9.5538	0.8516	7.9500	0.9539	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
