region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.038061361,3.1357246e+08,2.1493924e-06,1,0
Boost,MM,2,Noise filter,0.038061361,3.1357246e+08,2.1493924e-06,1,0
Boost,MM,3,Not resolved,0.0079357938,2.9820904e+08,4.5954895e-07,0.21380412,78.619588
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.0076427214,87065621,8.1907689e-07,0.38107369,-78.234962
Boost,MM,5,Trigger,0.0069135744,86727962,7.4237451e-07,0.34538807,9.3644911
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.0069059622,83676742,7.549563e-07,0.35124172,-1.6948032
Boost,MM,7,No extra tight lep,0.0012723369,1115599,1.2046144e-06,0.56044413,-59.560807
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.00087486758,1070859,8.4542727e-07,0.39333314,29.8176
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.00053775266,102208,1.6820548e-06,0.7825722,-98.959131
Boost,MM,10,$M_{ll}>200$ GeV,0.00052796546,100736,1.6634631e-06,0.77392247,1.1052945
Boost,MM,11,$W_R>800$ GeV,0.00052796546,84513,1.8161167e-06,0.84494421,-9.1768552
Boost,EE,1,All,0.038061361,3.1357246e+08,2.1493924e-06,1,0
Boost,EE,2,Noise filter,0.038061361,3.1357246e+08,2.1493924e-06,1,0
Boost,EE,3,Not resolved,0.014104997,2.9820904e+08,8.1679485e-07,0.38001197,61.998803
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.01266519,87065621,1.3573406e-06,0.63149966,-66.178886
Boost,EE,5,Trigger,0.012653228,86727962,1.3586946e-06,0.63212962,-0.099756656
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.012649965,83676742,1.3828883e-06,0.64338566,-1.7806537
Boost,EE,7,No extra tight lep,0.0024745322,1115599,2.3428207e-06,1.0899921,-69.415042
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0021858096,1070859,2.1122544e-06,0.98272161,9.8414002
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0012081764,102208,3.7790957e-06,1.7582158,-78.912906
Boost,EE,10,$M_{ll}>200$ GeV,0.0011646777,100736,3.669555e-06,1.7072522,2.8985965
Boost,EE,11,$W_R>800$ GeV,0.0011646777,84513,4.0063048e-06,1.8639243,-9.1768567
Resolve,MM,1,All,0.038061361,3.1357246e+08,2.1493924e-06,1,0
Resolve,MM,2,Noise filter,0.038061361,3.1357246e+08,2.1493924e-06,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.02996136,10678094,9.1688461e-06,4.2657851,-326.57851
Resolve,MM,4,Trigger,0.029551385,10454697,9.1394932e-06,4.2521287,0.3201377
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.027875597,4365292,1.3341895e-05,6.2072869,-45.980692
Resolve,MM,6,All object resolved,0.027764132,4216375,1.3521177e-05,6.2906972,-1.3437479
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.027577088,86381,9.3829469e-05,43.65395,-593.94455
Resolve,EE,1,All,0.038061361,3.1357246e+08,2.1493924e-06,1,0
Resolve,EE,2,Noise filter,0.038061361,3.1357246e+08,2.1493924e-06,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.022575281,10678094,6.9085406e-06,3.214183,-221.4183
Resolve,EE,4,Trigger,0.022549725,10454697,6.9740579e-06,3.2446648,-0.94835209
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.021297507,4365292,1.0193472e-05,4.7424899,-46.162709
Resolve,EE,6,All object resolved,0.021243677,4216375,1.0345705e-05,4.8133158,-1.4934336
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.021047389,86381,7.1612543e-05,33.317575,-592.1959
