region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.069699097,3.1357246e+08,3.9360297e-06,1,0
Boost,MM,2,Noise filter,0.068679499,3.1357246e+08,3.8784512e-06,0.98537144,1.4628559
Boost,MM,3,Not resolved,0.015160549,2.9820904e+08,8.779206e-07,0.22304725,77.364145
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.014069261,87065621,1.5078156e-06,0.38308033,-71.748512
Boost,MM,5,Trigger,0.013284648,86727962,1.4264956e-06,0.36241992,5.3932319
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.013200013,83676742,1.4430187e-06,0.36661785,-1.1583048
Boost,MM,7,No extra tight lep,0.0027451487,1115599,2.5990332e-06,0.66031848,-80.110839
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0021417537,1070859,2.069681e-06,0.52582963,20.367271
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0015532942,102208,4.8586013e-06,1.2343914,-134.75121
Boost,MM,10,$M_{ll}>200$ GeV,0.001530393,100736,4.8218159e-06,1.2250456,0.75711993
Boost,MM,11,$W_R>800$ GeV,0.001530393,84513,5.2643071e-06,1.3374663,-9.1768581
Boost,EE,1,All,0.069699093,3.1357246e+08,3.9360297e-06,1,0
Boost,EE,2,Noise filter,0.068310236,3.1357246e+08,3.8575988e-06,0.98007361,1.9926391
Boost,EE,3,Not resolved,0.027731014,2.9820904e+08,1.6058508e-06,0.40798746,58.371753
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.023910889,87065621,2.5625503e-06,0.65104953,-59.575867
Boost,EE,5,Trigger,0.023860664,86727962,2.5621414e-06,0.65094564,0.015957214
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.02381454,83676742,2.6033929e-06,0.66142615,-1.6100434
Boost,EE,7,No extra tight lep,0.0048071874,1115599,4.551316e-06,1.1563216,-74.822474
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0043746431,1070859,4.2274304e-06,1.0740342,7.1163051
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.002455868,102208,7.6817927e-06,1.9516602,-81.713047
Boost,EE,10,$M_{ll}>200$ GeV,0.0023328696,100736,7.3501824e-06,1.8674103,4.3168337
Boost,EE,11,$W_R>800$ GeV,0.0023328696,84513,8.0246982e-06,2.0387799,-9.1768574
Resolve,MM,1,All,0.069699097,3.1357246e+08,3.9360297e-06,1,0
Resolve,MM,2,Noise filter,0.068679499,3.1357246e+08,3.8784512e-06,0.98537144,1.4628559
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.053287947,10678094,1.6307303e-05,4.1430843,-320.45914
Resolve,MM,4,Trigger,0.052884688,10454697,1.6355891e-05,4.1554287,-0.2979518
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.050395434,4365292,2.4120401e-05,6.1281046,-47.472258
Resolve,MM,6,All object resolved,0.049895592,4216375,2.4299233e-05,6.1735391,-0.74141235
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.048142162,86381,0.00016380096,41.615783,-574.09929
Resolve,EE,1,All,0.069699093,3.1357246e+08,3.9360297e-06,1,0
Resolve,EE,2,Noise filter,0.068310236,3.1357246e+08,3.8575988e-06,0.98007361,1.9926391
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.038973068,10678094,1.1926629e-05,3.0301166,-209.17235
Resolve,EE,4,Trigger,0.038926943,10454697,1.2039116e-05,3.0586954,-0.9431566
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.037135267,4365292,1.7773784e-05,4.5156631,-47.633632
Resolve,EE,6,All object resolved,0.03685442,4216375,1.7948161e-05,4.559966,-0.98109337
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.035613161,86381,0.00012117175,30.785274,-575.12069
