region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.30872586,3.1357246e+08,1.7434282e-05,1,0
Boost,MM,2,Noise filter,0.30476535,3.1357246e+08,1.7210622e-05,0.98717123,1.2828766
Boost,MM,3,Not resolved,0.064373753,2.9820904e+08,3.7277631e-06,0.21381798,78.340335
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.060748429,87065621,6.5104604e-06,0.37342865,-74.647913
Boost,MM,5,Trigger,0.056113131,86727962,6.0253861e-06,0.34560563,7.4506905
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.056011692,83676742,6.1231694e-06,0.35121431,-1.6228538
Boost,MM,7,No extra tight lep,0.011021513,1115599,1.0434873e-05,0.59852611,-70.416209
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0081724146,1070859,7.8974019e-06,0.45298119,24.317221
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0056364522,102208,1.7630449e-05,1.0112518,-123.24366
Boost,MM,10,$M_{ll}>200$ GeV,0.0055438344,100736,1.7466983e-05,1.0018757,0.92718117
Boost,MM,11,$W_R>800$ GeV,0.005539424,84513,1.9054732e-05,1.0929462,-9.0900025
Boost,EE,1,All,0.30872586,3.1357246e+08,1.7434282e-05,1,0
Boost,EE,2,Noise filter,0.30305854,3.1357246e+08,1.7114241e-05,0.98164302,1.8356975
Boost,EE,3,Not resolved,0.11873597,2.9820904e+08,6.8757779e-06,0.39438262,59.824232
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.10453899,87065621,1.1203532e-05,0.64261503,-62.942025
Boost,EE,5,Trigger,0.10441991,86727962,1.1212532e-05,0.64313128,-0.080336074
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.10435816,83676742,1.1408383e-05,0.65436492,-1.7467106
Boost,EE,7,No extra tight lep,0.021183004,1115599,2.00555e-05,1.1503485,-75.796175
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.019260083,1070859,1.8611956e-05,1.0675493,7.1977482
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.010783353,102208,3.3729615e-05,1.9346718,-81.225525
Boost,EE,10,$M_{ll}>200$ GeV,0.010298213,100736,3.2446623e-05,1.8610817,3.8037558
Boost,EE,11,$W_R>800$ GeV,0.010298213,84513,3.5424203e-05,2.0318705,-9.1768577
Resolve,MM,1,All,0.30872586,3.1357246e+08,1.7434282e-05,1,0
Resolve,MM,2,Noise filter,0.30476535,3.1357246e+08,1.7210622e-05,0.98717123,1.2828766
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.24072238,10678094,7.3666424e-05,4.2253775,-328.02883
Resolve,MM,4,Trigger,0.23829667,10454697,7.3699111e-05,4.2272524,-0.044372035
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.22630929,4365292,0.00010831678,6.2128612,-46.971618
Resolve,MM,6,All object resolved,0.22485387,4216375,0.00010950419,6.2809693,-1.0962427
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.22215031,86381,0.00075585349,43.354437,-590.25074
Resolve,EE,1,All,0.30872586,3.1357246e+08,1.7434282e-05,1,0
Resolve,EE,2,Noise filter,0.30305854,3.1357246e+08,1.7114241e-05,0.98164302,1.8356975
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.17718659,10678094,5.4223056e-05,3.1101399,-216.83003
Resolve,EE,4,Trigger,0.17702782,10454697,5.475021e-05,3.1403765,-0.97219566
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.16862607,4365292,8.0708273e-05,4.6292857,-47.411805
Resolve,EE,6,All object resolved,0.16773517,4216375,8.1687295e-05,4.6854407,-1.2130387
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.16534916,86381,0.00056259095,32.269235,-588.71291
