region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.47314247,3.1357246e+08,2.671917e-05,1,0
Boost,MM,2,Noise filter,0.46718764,3.1357246e+08,2.638289e-05,0.98741428,1.258572
Boost,MM,3,Not resolved,0.097352443,2.9820904e+08,5.6374979e-06,0.21099076,78.631992
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.09277648,87065621,9.9429345e-06,0.37212737,-76.371408
Boost,MM,5,Trigger,0.085152127,86727962,9.14357e-06,0.34221011,8.0395225
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.084922315,83676742,9.2836656e-06,0.34745337,-1.5321757
Boost,MM,7,No extra tight lep,0.015721848,1115599,1.4885024e-05,0.55709157,-60.335636
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.011314864,1070859,1.0934104e-05,0.4092232,26.54292
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0073675042,102208,2.3045065e-05,0.86249181,-110.76318
Boost,MM,10,$M_{ll}>200$ GeV,0.0072593574,100736,2.2872088e-05,0.85601793,0.75060275
Boost,MM,11,$W_R>800$ GeV,0.0072593574,84513,2.4971027e-05,0.93457347,-9.1768577
Boost,EE,1,All,0.47314247,3.1357246e+08,2.671917e-05,1,0
Boost,EE,2,Noise filter,0.46479489,3.1357246e+08,2.6247766e-05,0.9823571,1.7642899
Boost,EE,3,Not resolved,0.17940211,2.9820904e+08,1.0388843e-05,0.38881608,60.420088
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.15956392,87065621,1.7100598e-05,0.64001234,-64.605421
Boost,EE,5,Trigger,0.15943549,86727962,1.7120068e-05,0.640741,-0.11385028
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.15934087,83676742,1.7419064e-05,0.65193133,-1.7464668
Boost,EE,7,No extra tight lep,0.030801575,1115599,2.9162105e-05,1.09143,-67.414879
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.027786981,1070859,2.6851913e-05,1.0049681,7.9218973
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.015884069,102208,4.9684314e-05,1.8595007,-85.030821
Boost,EE,10,$M_{ll}>200$ GeV,0.015363612,100736,4.8406198e-05,1.8116655,2.5724756
Boost,EE,11,$W_R>800$ GeV,0.015363612,84513,5.2848365e-05,1.9779194,-9.1768575
Resolve,MM,1,All,0.47314247,3.1357246e+08,2.671917e-05,1,0
Resolve,MM,2,Noise filter,0.46718764,3.1357246e+08,2.638289e-05,0.98741428,1.258572
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.37060574,10678094,0.00011341363,4.2446541,-329.87571
Resolve,MM,4,Trigger,0.36673273,10454697,0.00011342112,4.2449344,-0.006603211
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.34793546,4365292,0.00016652983,6.2325974,-46.82435
Resolve,MM,6,All object resolved,0.34619835,4216375,0.00016859915,6.3100443,-1.2426114
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.34252135,86381,0.0011654087,43.61695,-591.23048
Resolve,EE,1,All,0.47314247,3.1357246e+08,2.671917e-05,1,0
Resolve,EE,2,Noise filter,0.46479489,3.1357246e+08,2.6247766e-05,0.9823571,1.7642899
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.27450374,10678094,8.4004277e-05,3.1439703,-220.04353
Resolve,EE,4,Trigger,0.27423338,10454697,8.4813422e-05,3.1742536,-0.96321852
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.26057308,4365292,0.00012471621,4.6676677,-47.047723
Resolve,EE,6,All object resolved,0.25978901,4216375,0.00012651766,4.7350896,-1.4444452
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.25607147,86381,0.00087126819,32.608355,-588.6534
