region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.079254479,3.1357246e+08,4.4756382e-06,1,0
Boost,MM,2,Noise filter,0.079254479,3.1357246e+08,4.4756382e-06,1,0
Boost,MM,3,Not resolved,0.019120439,2.9820904e+08,1.1072294e-06,0.24739027,75.260973
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.018534902,87065621,1.9864008e-06,0.44382515,-79.402831
Boost,MM,5,Trigger,0.01711187,86727962,1.8374596e-06,0.41054693,7.4980461
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.017045628,83676742,1.8634198e-06,0.41634729,-1.4128363
Boost,MM,7,No extra tight lep,0.003767545,1115599,3.5670106e-06,0.79698366,-91.422806
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0027537974,1070859,2.6611284e-06,0.59458076,25.396117
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0020038371,102208,6.2678699e-06,1.4004416,-135.53429
Boost,MM,10,$M_{ll}>200$ GeV,0.0019742646,100736,6.2203239e-06,1.3898183,0.75856723
Boost,MM,11,$W_R>800$ GeV,0.0019742646,84513,6.7911541e-06,1.5173599,-9.1768572
Boost,EE,1,All,0.079254481,3.1357246e+08,4.4756382e-06,1,0
Boost,EE,2,Noise filter,0.079254481,3.1357246e+08,4.4756382e-06,1,0
Boost,EE,3,Not resolved,0.032556609,2.9820904e+08,1.8852914e-06,0.42123408,57.876592
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.029028652,87065621,3.1110256e-06,0.69510211,-65.01564
Boost,EE,5,Trigger,0.029001479,86727962,3.1141566e-06,0.69580169,-0.10064364
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.028978835,83676742,3.1679515e-06,0.70782116,-1.7274286
Boost,EE,7,No extra tight lep,0.0074533179,1115599,7.0566012e-06,1.5766693,-122.74966
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0066052949,1070859,6.3830181e-06,1.4261693,9.5454333
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0042333215,102208,1.3241549e-05,2.9585835,-107.44966
Boost,EE,10,$M_{ll}>200$ GeV,0.0040487718,100736,1.2756483e-05,2.8502041,3.6632173
Boost,EE,11,$W_R>800$ GeV,0.0040487718,84513,1.3927127e-05,3.1117633,-9.1768582
Resolve,MM,1,All,0.079254479,3.1357246e+08,4.4756382e-06,1,0
Resolve,MM,2,Noise filter,0.079254479,3.1357246e+08,4.4756382e-06,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.061309846,10678094,1.8762183e-05,4.1920687,-319.20687
Resolve,MM,4,Trigger,0.060561068,10454697,1.8730001e-05,4.1848782,0.17152632
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.055590511,4365292,2.6606884e-05,5.9448246,-42.054901
Resolve,MM,6,All object resolved,0.055465124,4216375,2.7011604e-05,6.0352518,-1.5211082
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.054383951,86381,0.00018503828,41.343441,-585.03258
Resolve,EE,1,All,0.079254481,3.1357246e+08,4.4756382e-06,1,0
Resolve,EE,2,Noise filter,0.079254481,3.1357246e+08,4.4756382e-06,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.045241855,10678094,1.3845018e-05,3.0934176,-209.34176
Resolve,EE,4,Trigger,0.045198831,10454697,1.397885e-05,3.12332,-0.9666452
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.04155086,4365292,1.9887187e-05,4.4434304,-42.266257
Resolve,EE,6,All object resolved,0.041481796,4216375,2.0201701e-05,4.5137028,-1.5814882
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.040520552,86381,0.00013786887,30.804292,-582.46168
