region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.25392037,3.1357246e+08,1.4339319e-05,1,0
Boost,MM,2,Noise filter,0.25042715,3.1357246e+08,1.414205e-05,0.98624276,1.3757243
Boost,MM,3,Not resolved,0.053762198,2.9820904e+08,3.1132664e-06,0.21711396,77.985749
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.05050839,87065621,5.4130276e-06,0.37749543,-73.869722
Boost,MM,5,Trigger,0.046717721,86727962,5.0165153e-06,0.34984333,7.3251483
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.046601643,83676742,5.0944676e-06,0.3552796,-1.5539147
Boost,MM,7,No extra tight lep,0.0092281918,1115599,8.7370045e-06,0.60930399,-71.499853
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0069175164,1070859,6.6847328e-06,0.46618202,23.48942
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0045887039,102208,1.4353162e-05,1.0009654,-114.71557
Boost,MM,10,$M_{ll}>200$ GeV,0.0044907632,100736,1.4149067e-05,0.9867321,1.4219528
Boost,MM,11,$W_R>800$ GeV,0.0044907632,84513,1.5447507e-05,1.0772831,-9.1768583
Boost,EE,1,All,0.25392037,3.1357246e+08,1.4339319e-05,1,0
Boost,EE,2,Noise filter,0.24917206,3.1357246e+08,1.4071176e-05,0.98130017,1.8699835
Boost,EE,3,Not resolved,0.09755258,2.9820904e+08,5.649088e-06,0.39395789,59.853478
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.08590489,87065621,9.2065016e-06,0.64204593,-62.973238
Boost,EE,5,Trigger,0.085817831,86727962,9.2150536e-06,0.64264233,-0.092890586
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.085752537,83676742,9.3744234e-06,0.65375651,-1.7294513
Boost,EE,7,No extra tight lep,0.017310115,1115599,1.6388752e-05,1.142924,-74.824106
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.01561973,1070859,1.5094106e-05,1.0526375,7.8996031
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0088219192,102208,2.7594379e-05,1.9243856,-82.815596
Boost,EE,10,$M_{ll}>200$ GeV,0.0084628033,100736,2.666379e-05,1.8594879,3.3723846
Boost,EE,11,$W_R>800$ GeV,0.0084628033,84513,2.9110689e-05,2.0301304,-9.1768579
Resolve,MM,1,All,0.25392037,3.1357246e+08,1.4339319e-05,1,0
Resolve,MM,2,Noise filter,0.25042715,3.1357246e+08,1.414205e-05,0.98624276,1.3757243
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.19702044,10678094,6.0292657e-05,4.2047085,-326.33605
Resolve,MM,4,Trigger,0.19501085,10454697,6.0311905e-05,4.2060507,-0.031923092
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.18553962,4365292,8.8803483e-05,6.1930055,-47.24039
Resolve,MM,6,All object resolved,0.18423737,4216375,8.9723891e-05,6.2571932,-1.0364551
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.18182512,86381,0.00061864944,43.143571,-589.50358
Resolve,EE,1,All,0.25392037,3.1357246e+08,1.4339319e-05,1,0
Resolve,EE,2,Noise filter,0.24917206,3.1357246e+08,1.4071176e-05,0.98130017,1.8699835
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.1453803,10678094,4.4489618e-05,3.1026311,-216.17554
Resolve,EE,4,Trigger,0.14521343,10454697,4.4910829e-05,3.1320056,-0.94676059
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.13835396,4365292,6.6219352e-05,4.6180262,-47.446294
Resolve,EE,6,All object resolved,0.13757769,4216375,6.7000552e-05,4.6725058,-1.1797152
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.13548828,86381,0.00046099107,32.148741,-588.0407
