region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,5.2688037,3.1357246e+08,0.00029753843,1,0
Boost,MM,2,Noise filter,5.2178469,3.1357246e+08,0.0002946608,0.99032857,0.96714259
Boost,MM,3,Not resolved,1.1374595,2.9820904e+08,6.5868162e-05,0.22137699,77.646107
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",1.0661048,87065621,0.00011425535,0.384002,-73.460663
Boost,MM,5,Trigger,1.0105566,86727962,0.00010851282,0.36470187,5.02605
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",1.0015996,83676742,0.00010949436,0.36800075,-0.90454136
Boost,MM,7,No extra tight lep,0.18937586,1115599,0.00017929598,0.60259772,-63.749048
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.1408276,1070859,0.00013608856,0.45738146,24.098376
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.099204047,102208,0.00031030364,1.0429028,-128.01597
Boost,MM,10,$M_{ll}>200$ GeV,0.097171794,100736,0.00030615954,1.0289748,1.3354984
Boost,MM,11,$W_R>800$ GeV,0.097171794,84513,0.00033425536,1.1234023,-9.1768547
Boost,EE,1,All,5.2688037,3.1357246e+08,0.00029753843,1,0
Boost,EE,2,Noise filter,5.1865561,3.1357246e+08,0.00029289377,0.98438971,1.561029
Boost,EE,3,Not resolved,2.0477051,2.9820904e+08,0.00011857879,0.39853267,59.514746
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",1.7958872,87065621,0.00019246675,0.6468635,-62.311285
Boost,EE,5,Trigger,1.7937177,86727962,0.00019260809,0.64733854,-0.07343634
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",1.7889913,83676742,0.00019557163,0.65729872,-1.5386354
Boost,EE,7,No extra tight lep,0.35293237,1115599,0.00033414688,1.1230377,-70.85652
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.31453983,1070859,0.00030395514,1.021566,9.0354703
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.18158002,102208,0.00056797012,1.9088967,-86.859854
Boost,EE,10,$M_{ll}>200$ GeV,0.17522646,100736,0.00055208662,1.8555137,2.7965385
Boost,EE,11,$W_R>800$ GeV,0.17522646,84513,0.00060275079,2.0257914,-9.176852
Resolve,MM,1,All,5.2688037,3.1357246e+08,0.00029753843,1,0
Resolve,MM,2,Noise filter,5.2178469,3.1357246e+08,0.0002946608,0.99032857,0.96714259
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",4.075796,10678094,0.0012472846,4.1920117,-323.29503
Resolve,MM,4,Trigger,4.0497531,10454697,0.0012524857,4.2094924,-0.41700116
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",3.8297429,4365292,0.0018330019,6.1605551,-46.34912
Resolve,MM,6,All object resolved,3.8033989,4216375,0.001852261,6.2252835,-1.050691
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",3.6332165,86381,0.012361726,41.546655,-567.38575
Resolve,EE,1,All,5.2688037,3.1357246e+08,0.00029753843,1,0
Resolve,EE,2,Noise filter,5.1865561,3.1357246e+08,0.00029289377,0.98438971,1.561029
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",3.0266178,10678094,0.00092621261,3.1129176,-216.22817
Resolve,EE,4,Trigger,3.0233248,10454697,0.00093503757,3.1425775,-0.95279989
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",2.8634786,4365292,0.0013705259,4.6062147,-46.57442
Resolve,EE,6,All object resolved,2.8466649,4216375,0.0013863302,4.6593316,-1.1531568
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",2.7151385,86381,0.0092380563,31.048279,-566.36767
