region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.0021477358,3.1357246e+08,1.2128666e-07,1,0
Boost,MM,2,Noise filter,0.0021477358,3.1357246e+08,1.2128666e-07,1,0
Boost,MM,3,Not resolved,0.00046662718,2.9820904e+08,2.7022401e-08,0.22279779,77.720221
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.00043311618,87065621,4.6418046e-08,0.38271351,-71.77617
Boost,MM,5,Trigger,0.00040778553,86727962,4.378702e-08,0.36102089,5.6681098
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.00040529037,83676742,4.4306393e-08,0.36530309,-1.1861344
Boost,MM,7,No extra tight lep,8.6888545e-05,1115599,8.2263716e-08,0.67825854,-85.670081
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",6.9074972e-05,1070859,6.675056e-08,0.55035366,18.857835
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",5.1766749e-05,102208,1.61923e-07,1.3350437,-142.57924
Boost,MM,10,$M_{ll}>200$ GeV,5.1071893e-05,100736,1.6091247e-07,1.3267119,0.62408347
Boost,MM,11,$W_R>800$ GeV,5.1071893e-05,84513,1.7567917e-07,1.4484624,-9.1768546
Boost,EE,1,All,0.0021477357,3.1357246e+08,1.2128666e-07,1,0
Boost,EE,2,Noise filter,0.0021477357,3.1357246e+08,1.2128666e-07,1,0
Boost,EE,3,Not resolved,0.00085096357,2.9820904e+08,4.9278758e-08,0.40629989,59.370011
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.00073630517,87065621,7.8911385e-08,0.65061881,-60.132658
Boost,EE,5,Trigger,0.00073440289,86727962,7.8857783e-08,0.65017686,0.067927099
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.00073354379,83676742,8.0189794e-08,0.6611592,-1.6891305
Boost,EE,7,No extra tight lep,0.00014512557,1115599,1.3740105e-07,1.132862,-71.344815
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.00013217779,1070859,1.2772963e-07,1.0531218,7.0388311
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",7.216392e-05,102208,2.25724e-07,1.8610784,-76.720156
Boost,EE,10,$M_{ll}>200$ GeV,6.7070718e-05,100736,2.1132001e-07,1.7423186,6.3812385
Boost,EE,11,$W_R>800$ GeV,6.7070718e-05,84513,2.3071255e-07,1.9022087,-9.1768614
Resolve,MM,1,All,0.0021477358,3.1357246e+08,1.2128666e-07,1,0
Resolve,MM,2,Noise filter,0.0021477358,3.1357246e+08,1.2128666e-07,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.0016537565,10678094,5.0608663e-07,4.1726486,-317.26486
Resolve,MM,4,Trigger,0.0016417229,10454697,5.0774337e-07,4.1863083,-0.32736162
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.0015589719,4365292,7.4615941e-07,6.1520317,-46.956013
Resolve,MM,6,All object resolved,0.0015423585,4216375,7.5113114e-07,6.1930233,-0.66631006
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.0015044257,86381,5.1187232e-06,42.203511,-581.46864
Resolve,EE,1,All,0.0021477357,3.1357246e+08,1.2128666e-07,1,0
Resolve,EE,2,Noise filter,0.0021477357,3.1357246e+08,1.2128666e-07,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.0012053706,10678094,3.6886958e-07,3.0413037,-204.13037
Resolve,EE,4,Trigger,0.0012031615,10454697,3.7210737e-07,3.067999,-0.87775819
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.0011472897,4365292,5.4911912e-07,4.5274484,-47.570073
Resolve,EE,6,All object resolved,0.0011388829,4216375,5.5463798e-07,4.572951,-1.0050389
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.0011117601,86381,3.7827005e-06,31.188099,-582.01252
