region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.64521046,3.1357246e+08,3.6436146e-05,1,0
Boost,MM,2,Noise filter,0.63789193,3.1357246e+08,3.6022857e-05,0.98865718,1.1342823
Boost,MM,3,Not resolved,0.13420378,2.9820904e+08,7.7714949e-06,0.21329081,78.426212
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.12926331,87065621,1.3853258e-05,0.38020647,-78.257317
Boost,MM,5,Trigger,0.11864499,86727962,1.2740011e-05,0.3496531,8.0359931
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.11837768,83676742,1.2940989e-05,0.355169,-1.5775338
Boost,MM,7,No extra tight lep,0.021430204,1115599,2.0289542e-05,0.55685205,-56.785094
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.014858275,1070859,1.4358274e-05,0.39406678,29.233128
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0090145118,102208,2.8196796e-05,0.77386879,-96.380116
Boost,MM,10,$M_{ll}>200$ GeV,0.0089315562,100736,2.8140692e-05,0.77232901,0.19897152
Boost,MM,11,$W_R>800$ GeV,0.0089315562,84513,3.0723124e-05,0.84320455,-9.1768577
Boost,EE,1,All,0.64521045,3.1357246e+08,3.6436146e-05,1,0
Boost,EE,2,Noise filter,0.63446959,3.1357246e+08,3.582959e-05,0.98335293,1.6647074
Boost,EE,3,Not resolved,0.24557848,2.9820904e+08,1.4220992e-05,0.39029903,60.309364
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.21912485,87065621,2.3483794e-05,0.64451916,-65.134709
Boost,EE,5,Trigger,0.21887816,86727962,2.3502975e-05,0.6450456,-0.081679944
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.21877378,83676742,2.391624e-05,0.65638775,-1.7583479
Boost,EE,7,No extra tight lep,0.043447333,1115599,4.1134769e-05,1.128955,-71.995137
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.03834258,1070859,3.7052301e-05,1.0169106,9.9246168
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.021718922,102208,6.7935349e-05,1.8645043,-83.34988
Boost,EE,10,$M_{ll}>200$ GeV,0.020988316,100736,6.6127977e-05,1.8149004,2.6604299
Boost,EE,11,$W_R>800$ GeV,0.020988316,84513,7.2196447e-05,1.9814513,-9.1768574
Resolve,MM,1,All,0.64521046,3.1357246e+08,3.6436146e-05,1,0
Resolve,MM,2,Noise filter,0.63789193,3.1357246e+08,3.6022857e-05,0.98865718,1.1342823
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.50618604,10678094,0.00015490423,4.2513892,-330.01652
Resolve,MM,4,Trigger,0.50044367,10454697,0.00015477452,4.2478291,0.083738138
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.47306831,4365292,0.00022642126,6.2141934,-46.291041
Resolve,MM,6,All object resolved,0.47156589,4216375,0.00022965334,6.3028988,-1.427463
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.46674524,86381,0.0015880728,43.585092,-591.50868
Resolve,EE,1,All,0.64521045,3.1357246e+08,3.6436146e-05,1,0
Resolve,EE,2,Noise filter,0.63446959,3.1357246e+08,3.582959e-05,0.98335293,1.6647074
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.37640439,10678094,0.00011518815,3.1613704,-221.48889
Resolve,EE,4,Trigger,0.37603434,10454697,0.00011629788,3.1918271,-0.9634021
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.35542556,4365292,0.00017011476,4.6688463,-46.275039
Resolve,EE,6,All object resolved,0.35459058,4216375,0.00017268618,4.7394195,-1.5115769
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.34979895,86381,0.0011901703,32.664549,-589.20991
