region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.58666822,3.1357246e+08,3.3130168e-05,1,0
Boost,MM,2,Noise filter,0.57947734,3.1357246e+08,3.2724087e-05,0.98774286,1.2257138
Boost,MM,3,Not resolved,0.1197306,2.9820904e+08,6.9333768e-06,0.20927684,78.812619
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.11470202,87065621,1.2292712e-05,0.37104285,-77.297617
Boost,MM,5,Trigger,0.10498847,86727962,1.1273585e-05,0.34028156,8.2904939
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.10477056,83676742,1.1453464e-05,0.34571103,-1.5955793
Boost,MM,7,No extra tight lep,0.019360051,1115599,1.8329577e-05,0.55325941,-60.035223
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.013049177,1070859,1.2610055e-05,0.38062153,31.203786
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0080122117,102208,2.5061668e-05,0.75646063,-98.743521
Boost,MM,10,$M_{ll}>200$ GeV,0.0078697351,100736,2.4795208e-05,0.74841783,1.0632148
Boost,MM,11,$W_R>800$ GeV,0.0078697351,84513,2.7070629e-05,0.81709907,-9.176858
Boost,EE,1,All,0.58666822,3.1357246e+08,3.3130168e-05,1,0
Boost,EE,2,Noise filter,0.57649372,3.1357246e+08,3.2555596e-05,0.98265716,1.7342838
Boost,EE,3,Not resolved,0.22264059,2.9820904e+08,1.28927e-05,0.38915286,60.397901
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.19883024,87065621,2.1308805e-05,0.64318434,-65.27807
Boost,EE,5,Trigger,0.19859557,86727962,2.1325047e-05,0.64367458,-0.07622059
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.19847824,83676742,2.169754e-05,0.65491791,-1.7467408
Boost,EE,7,No extra tight lep,0.038451911,1115599,3.6405238e-05,1.0988546,-67.785094
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.034127328,1070859,3.2978898e-05,0.9954341,9.4116664
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.019502528,102208,6.1002614e-05,1.8413011,-84.974688
Boost,EE,10,$M_{ll}>200$ GeV,0.018890717,100736,5.9519061e-05,1.7965216,2.4319505
Boost,EE,11,$W_R>800$ GeV,0.018890717,84513,6.498104e-05,1.9613858,-9.1768574
Resolve,MM,1,All,0.58666822,3.1357246e+08,3.3130168e-05,1,0
Resolve,MM,2,Noise filter,0.57947734,3.1357246e+08,3.2724087e-05,0.98774286,1.2257138
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.46119665,10678094,0.00014113648,4.2600592,-331.29233
Resolve,MM,4,Trigger,0.45606749,10454697,0.0001410501,4.257452,0.061202623
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.43255886,4365292,0.00020703251,6.2490633,-46.779419
Resolve,MM,6,All object resolved,0.43092457,4216375,0.00020986095,6.3344367,-1.3661798
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.42665027,86381,0.0014516521,43.816625,-591.72094
Resolve,EE,1,All,0.58666822,3.1357246e+08,3.3130168e-05,1,0
Resolve,EE,2,Noise filter,0.57649372,3.1357246e+08,3.2555596e-05,0.98265716,1.7342838
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.34075366,10678094,0.00010427823,3.1475311,-220.30816
Resolve,EE,4,Trigger,0.34035138,10454697,0.00010526204,3.1772263,-0.94344385
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.32265076,4365292,0.000154428,4.6612501,-46.708155
Resolve,EE,6,All object resolved,0.32177914,4216375,0.00015670695,4.730038,-1.4757396
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.31716122,86381,0.0010791224,32.572198,-588.62445
