region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.53310825,3.1357246e+08,3.0105542e-05,1,0
Boost,MM,2,Noise filter,0.52613215,3.1357246e+08,2.9711593e-05,0.98691439,1.3085612
Boost,MM,3,Not resolved,0.10863223,2.9820904e+08,6.2906885e-06,0.2089545,78.827495
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.10423028,87065621,1.1170448e-05,0.37104291,-77.571152
Boost,MM,5,Trigger,0.095875711,86727962,1.0295063e-05,0.34196572,7.8366122
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.095708163,83676742,1.0462767e-05,0.34753624,-1.6289696
Boost,MM,7,No extra tight lep,0.018156144,1115599,1.718975e-05,0.5709829,-64.294494
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.012840293,1070859,1.24082e-05,0.41215667,27.816285
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0083088729,102208,2.5989604e-05,0.86328304,-109.45507
Boost,MM,10,$M_{ll}>200$ GeV,0.0081184771,100736,2.5578921e-05,0.84964158,1.5801839
Boost,MM,11,$W_R>800$ GeV,0.0081184771,84513,2.7926262e-05,0.92761198,-9.1768576
Boost,EE,1,All,0.53310824,3.1357246e+08,3.0105542e-05,1,0
Boost,EE,2,Noise filter,0.52374749,3.1357246e+08,2.9576924e-05,0.98244118,1.7558817
Boost,EE,3,Not resolved,0.2010994,2.9820904e+08,1.1645291e-05,0.38681552,60.627107
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.17924981,87065621,1.9210354e-05,0.63810024,-64.962421
Boost,EE,5,Trigger,0.17911653,86727962,1.9233402e-05,0.63886583,-0.11997931
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.17903029,83676742,1.95715e-05,0.65009624,-1.7578661
Boost,EE,7,No extra tight lep,0.035247862,1115599,3.337173e-05,1.1084912,-70.51187
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.031069235,1070859,3.0023713e-05,0.99728194,10.032493
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.017655291,102208,5.5224579e-05,1.8343659,-83.936537
Boost,EE,10,$M_{ll}>200$ GeV,0.017051624,100736,5.3724623e-05,1.7845426,2.7161007
Boost,EE,11,$W_R>800$ GeV,0.017051624,84513,5.8654856e-05,1.9483076,-9.1768575
Resolve,MM,1,All,0.53310825,3.1357246e+08,3.0105542e-05,1,0
Resolve,MM,2,Noise filter,0.52613215,3.1357246e+08,2.9711593e-05,0.98691439,1.3085612
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.41867276,10678094,0.00012812322,4.2558016,-331.22298
Resolve,MM,4,Trigger,0.41433173,10454697,0.00012814229,4.2564351,-0.014884776
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.3931521,4365292,0.00018817154,6.2503954,-46.845783
Resolve,MM,6,All object resolved,0.39140046,4216375,0.00019061265,6.3314803,-1.2972757
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.38751639,86381,0.0013185015,43.795973,-591.71775
Resolve,EE,1,All,0.53310824,3.1357246e+08,3.0105542e-05,1,0
Resolve,EE,2,Noise filter,0.52374749,3.1357246e+08,2.9576924e-05,0.98244118,1.7558817
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.30977509,10678094,9.4798096e-05,3.1488586,-220.5137
Resolve,EE,4,Trigger,0.30946149,10454697,9.5708584e-05,3.1791018,-0.96044896
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.29396216,4365292,0.00014069698,4.6734577,-47.0056
Resolve,EE,6,All object resolved,0.29306057,4216375,0.00014272097,4.7406875,-1.4385448
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.28920338,86381,0.00098399753,32.68493,-589.45548
