region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,13.407779,3.1357246e+08,0.00075716039,1,0
Boost,MM,2,Noise filter,13.29841,3.1357246e+08,0.00075098413,0.99184285,0.81571453
Boost,MM,3,Not resolved,2.8474292,2.9820904e+08,0.00016488933,0.21777331,78.043567
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",2.7348038,87065621,0.00029309123,0.38709266,-77.750276
Boost,MM,5,Trigger,2.5781244,86727962,0.0002768371,0.36562544,5.545758
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",2.5650997,83676742,0.0002804154,0.37035139,-1.2925651
Boost,MM,7,No extra tight lep,0.44762828,1115599,0.00042380242,0.55972608,-51.133788
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.31106047,1070859,0.00030059286,0.39700024,29.072405
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.20303208,102208,0.00063507071,0.83875321,-111.27272
Boost,MM,10,$M_{ll}>200$ GeV,0.20092515,100736,0.00063305552,0.83609169,0.31731752
Boost,MM,11,$W_R>800$ GeV,0.20092515,84513,0.00069115008,0.91281858,-9.1768511
Boost,EE,1,All,13.407779,3.1357246e+08,0.00075716039,1,0
Boost,EE,2,Noise filter,13.221411,3.1357246e+08,0.00074663586,0.9861,1.3899998
Boost,EE,3,Not resolved,5.0934237,2.9820904e+08,0.00029495068,0.38954848,60.496047
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",4.525317,87065621,0.00048498203,0.64052747,-64.428177
Boost,EE,5,Trigger,4.5199539,86727962,0.00048534932,0.64101256,-0.07573292
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",4.5126753,83676742,0.00049332339,0.6515441,-1.642954
Boost,EE,7,No extra tight lep,0.82419533,1115599,0.00078032593,1.0305953,-58.177364
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.72267929,1070859,0.00069836009,0.92234103,10.504051
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.42387736,102208,0.0013258594,1.7510945,-89.85326
Boost,EE,10,$M_{ll}>200$ GeV,0.41353421,100736,0.0013029231,1.720802,1.7299164
Boost,EE,11,$W_R>800$ GeV,0.41353421,84513,0.0014224904,1.8787173,-9.1768437
Resolve,MM,1,All,13.407779,3.1357246e+08,0.00075716039,1,0
Resolve,MM,2,Noise filter,13.29841,3.1357246e+08,0.00075098413,0.99184285,0.81571453
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",10.488139,10678094,0.0032096044,4.239002,-327.38645
Resolve,MM,4,Trigger,10.409033,10454697,0.0032192493,4.2517402,-0.30050026
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",9.8010865,4365292,0.0046910213,6.1955451,-45.717865
Resolve,MM,6,All object resolved,9.7633532,4216375,0.0047547667,6.2797352,-1.358881
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",9.5041999,86381,0.032336908,42.708134,-580.09451
Resolve,EE,1,All,13.407779,3.1357246e+08,0.00075716039,1,0
Resolve,EE,2,Noise filter,13.221411,3.1357246e+08,0.00074663586,0.9861,1.3899998
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",7.8659609,10678094,0.0024071595,3.1791936,-222.40073
Resolve,EE,4,Trigger,7.8598316,10454697,0.0024308461,3.2104771,-0.98400788
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",7.415651,4365292,0.0035492984,4.687644,-46.010823
Resolve,EE,6,All object resolved,7.3947732,4216375,0.0036012653,4.756278,-1.4641462
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",7.1714379,86381,0.024400073,32.225765,-577.54166
