region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,2466.2486,3.1357246e+08,0.13927313,1,0
Boost,MM,2,Noise filter,2456.0665,3.1357246e+08,0.13869813,0.99587143,0.4128566
Boost,MM,3,Not resolved,952.95846,2.9820904e+08,0.055184021,0.39622877,60.212859
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",922.51791,87065621,0.098866848,0.70987741,-79.158471
Boost,MM,5,Trigger,884.9957,86727962,0.095030026,0.68232851,3.8807967
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",882.45898,83676742,0.096469801,0.69266629,-1.5150738
Boost,MM,7,No extra tight lep,148.67956,1115599,0.14076269,1.0106953,-45.913735
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",130.00653,1070859,0.1256291,0.90203402,10.751138
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",93.506054,102208,0.29243617,2.0997315,-132.77741
Boost,MM,10,$M_{ll}>200$ GeV,91.744448,100736,0.28901577,2.0751725,1.1696227
Boost,MM,11,$W_R>800$ GeV,91.709216,84513,0.315408,2.2646723,-9.1317613
Boost,EE,1,All,2466.2486,3.1357246e+08,0.13927313,1,0
Boost,EE,2,Noise filter,2445.8844,3.1357246e+08,0.13812313,0.99174287,0.82571321
Boost,EE,3,Not resolved,1301.8974,2.9820904e+08,0.0753904,0.54131333,45.417976
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",1106.042,87065621,0.11853521,0.85109891,-57.228516
Boost,EE,5,Trigger,1102.9768,86727962,0.11843659,0.85039084,0.083194549
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",1100.8629,83676742,0.12034551,0.86409716,-1.6117673
Boost,EE,7,No extra tight lep,253.31896,1115599,0.23982652,1.7219871,-99.281646
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",237.35881,1070859,0.2293629,1.6468568,4.3629962
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",161.50405,102208,0.50504103,3.6262633,-120.19299
Boost,EE,10,$M_{ll}>200$ GeV,158.29793,100736,0.49861943,3.5801553,1.2715008
Boost,EE,11,$W_R>800$ GeV,158.29793,84513,0.54434969,3.9085048,-9.1713757
Resolve,MM,1,All,2466.2486,3.1357246e+08,0.13927313,1,0
Resolve,MM,2,Noise filter,2456.0665,3.1357246e+08,0.13869813,0.99587143,0.4128566
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",1731.9759,10678094,0.530009,3.8055367,-282.13132
Resolve,MM,4,Trigger,1722.1462,10454697,0.53260147,3.824151,-0.48913762
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",1382.5085,4365292,0.66166512,4.7508455,-24.232687
Resolve,MM,6,All object resolved,1381.8391,4216375,0.67292109,4.831665,-1.7011587
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",1313.1365,86381,4.4566235,31.999163,-562.28025
Resolve,EE,1,All,2466.2486,3.1357246e+08,0.13927313,1,0
Resolve,EE,2,Noise filter,2445.8844,3.1357246e+08,0.13812313,0.99174287,0.82571321
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",1258.4562,10678094,0.38510815,2.7651289,-178.8151
Resolve,EE,4,Trigger,1256.8708,10454697,0.38871043,2.7909938,-0.9353956
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",1015.9887,4365292,0.48625647,3.4913876,-25.094784
Resolve,EE,6,All object resolved,1015.5307,4216375,0.49454523,3.550902,-1.7046055
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",966.87515,86381,3.2836292,23.576904,-563.96944
