region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.21068096,3.1357246e+08,1.1897516e-05,1,0
Boost,MM,2,Noise filter,0.21068096,3.1357246e+08,1.1897516e-05,1,0
Boost,MM,3,Not resolved,0.076367132,2.9820904e+08,4.4222789e-06,0.37169767,62.830233
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.073455333,87065621,7.8722691e-06,0.66167335,-78.013854
Boost,MM,5,Trigger,0.070112738,86727962,7.5286541e-06,0.63279211,4.3648794
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.069505851,83676742,7.5983449e-06,0.6386497,-0.92567375
Boost,MM,7,No extra tight lep,0.019316614,1115599,1.8288452e-05,1.5371656,-140.68995
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.017590288,1070859,1.6998351e-05,1.4287312,7.0541819
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.015024383,102208,4.6995273e-05,3.9500072,-176.4696
Boost,MM,10,$M_{ll}>200$ GeV,0.014757101,100736,4.649526e-05,3.9079806,1.0639646
Boost,MM,11,$W_R>800$ GeV,0.014750812,84513,5.0740431e-05,4.2647921,-9.13033
Boost,EE,1,All,0.21068096,3.1357246e+08,1.1897516e-05,1,0
Boost,EE,2,Noise filter,0.21068096,3.1357246e+08,1.1897516e-05,1,0
Boost,EE,3,Not resolved,0.10947974,2.9820904e+08,6.3397655e-06,0.53286465,46.713535
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.094648421,87065621,1.014355e-05,0.85257716,-59.998823
Boost,EE,5,Trigger,0.094509,86727962,1.0148308e-05,0.85297702,-0.046899479
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.094053557,83676742,1.0281886e-05,0.86420446,-1.316266
Boost,EE,7,No extra tight lep,0.03199872,1115599,3.0295529e-05,2.5463744,-194.64953
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.030722241,1070859,2.9688397e-05,2.4953442,2.0040328
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.022471603,102208,7.0289684e-05,5.9079295,-136.7581
Boost,EE,10,$M_{ll}>200$ GeV,0.020894594,100736,6.5832685e-05,5.5333136,6.3409003
Boost,EE,11,$W_R>800$ GeV,0.020894594,84513,7.1874057e-05,6.0410978,-9.1768573
Resolve,MM,1,All,0.21068096,3.1357246e+08,1.1897516e-05,1,0
Resolve,MM,2,Noise filter,0.21068096,3.1357246e+08,1.1897516e-05,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.14987907,10678094,4.5866342e-05,3.8551193,-285.51193
Resolve,MM,4,Trigger,0.14865271,10454697,4.5974511e-05,3.8642109,-0.23583388
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.12321377,4365292,5.8972916e-05,4.956742,-28.27307
Resolve,MM,6,All object resolved,0.12291505,4216375,5.9859824e-05,5.0312876,-1.5039233
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.11121125,86381,0.00037838988,31.804108,-532.12661
Resolve,EE,1,All,0.21068096,3.1357246e+08,1.1897516e-05,1,0
Resolve,EE,2,Noise filter,0.21068096,3.1357246e+08,1.1897516e-05,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.10463718,10678094,3.2021313e-05,2.6914285,-169.14285
Resolve,EE,4,Trigger,0.10449156,10454697,3.2316587e-05,2.7162466,-0.92211547
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.088331091,4365292,4.227727e-05,3.5534536,-30.822201
Resolve,EE,6,All object resolved,0.088200964,4216375,4.295401e-05,3.6103344,-1.6007175
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.079138585,86381,0.0002692645,22.631993,-526.86697
