region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.061300328,3.1357246e+08,3.4617349e-06,1,0
Boost,MM,2,Noise filter,0.061300328,3.1357246e+08,3.4617349e-06,1,0
Boost,MM,3,Not resolved,0.013799579,2.9820904e+08,7.991095e-07,0.23084076,76.915924
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.013351211,87065621,1.4308619e-06,0.41333664,-79.057049
Boost,MM,5,Trigger,0.012145346,86727962,1.3041576e-06,0.37673525,8.8551045
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.012112069,83676742,1.3240853e-06,0.38249181,-1.5280114
Boost,MM,7,No extra tight lep,0.0024450074,1115599,2.3148676e-06,0.66870158,-74.827685
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0017111549,1070859,1.6535721e-06,0.47767149,28.567315
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0011419375,102208,3.571905e-06,1.0318251,-116.01145
Boost,MM,10,$M_{ll}>200$ GeV,0.0011235474,100736,3.5399658e-06,1.0225988,0.89417934
Boost,MM,11,$W_R>800$ GeV,0.0011235474,84513,3.8648234e-06,1.1164412,-9.1768569
Boost,EE,1,All,0.061300328,3.1357246e+08,3.4617349e-06,1,0
Boost,EE,2,Noise filter,0.061300328,3.1357246e+08,3.4617349e-06,1,0
Boost,EE,3,Not resolved,0.023842325,2.9820904e+08,1.3806662e-06,0.39883648,60.116352
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.021398193,87065621,2.2932619e-06,0.66246029,-66.098218
Boost,EE,5,Trigger,0.021378927,86727962,2.295654e-06,0.66315131,-0.10431169
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.021367543,83676742,2.3358907e-06,0.67477457,-1.7527317
Boost,EE,7,No extra tight lep,0.0048068214,1115599,4.5509695e-06,1.3146499,-94.828016
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0041570379,1070859,4.0171481e-06,1.1604436,11.72984
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0024432559,102208,7.6423428e-06,2.2076626,-90.242995
Boost,EE,10,$M_{ll}>200$ GeV,0.0023574355,100736,7.4275821e-06,2.1456242,2.8101422
Boost,EE,11,$W_R>800$ GeV,0.0023574355,84513,8.1092007e-06,2.342525,-9.1768577
Resolve,MM,1,All,0.061300328,3.1357246e+08,3.4617349e-06,1,0
Resolve,MM,2,Noise filter,0.061300328,3.1357246e+08,3.4617349e-06,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.047851912,10678094,1.4643754e-05,4.2301777,-323.01777
Resolve,MM,4,Trigger,0.047193371,10454697,1.4595712e-05,4.2162996,0.32807189
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.043946205,4365292,2.1033654e-05,6.0760441,-44.108452
Resolve,MM,6,All object resolved,0.043834113,4216375,2.1347283e-05,6.1666429,-1.4910808
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.043299924,86381,0.00014732552,42.558291,-590.13711
Resolve,EE,1,All,0.061300328,3.1357246e+08,3.4617349e-06,1,0
Resolve,EE,2,Noise filter,0.061300328,3.1357246e+08,3.4617349e-06,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.035818657,10678094,1.096131e-05,3.1664208,-216.64208
Resolve,EE,4,Trigger,0.03578538,10454697,1.106751e-05,3.1970993,-0.96886863
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.033353508,4365292,1.5963748e-05,4.6114878,-44.239743
Resolve,EE,6,All object resolved,0.033314977,4216375,1.6224447e-05,4.6867965,-1.6330681
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.032878869,86381,0.00011186848,32.315726,-589.50563
