region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.11724467,3.1357246e+08,6.6210074e-06,1,0
Boost,MM,2,Noise filter,0.11724467,3.1357246e+08,6.6210074e-06,1,0
Boost,MM,3,Not resolved,0.032310531,2.9820904e+08,1.8710417e-06,0.28259169,71.740831
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.031180082,87065621,3.3415947e-06,0.50469582,-78.595422
Boost,MM,5,Trigger,0.029106427,86727962,3.1254264e-06,0.47204696,6.4690165
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.028927935,83676742,3.1623875e-06,0.47762936,-1.1825931
Boost,MM,7,No extra tight lep,0.007302418,1115599,6.9137335e-06,1.0442117,-118.62385
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0058692332,1070859,5.6717259e-06,0.85662582,17.964354
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.004486796,102208,1.4034401e-05,2.1196776,-147.44498
Boost,MM,10,$M_{ll}>200$ GeV,0.004422049,100736,1.3932569e-05,2.1042974,0.72558972
Boost,MM,11,$W_R>800$ GeV,0.004422049,84513,1.5211141e-05,2.2974058,-9.1768584
Boost,EE,1,All,0.11724467,3.1357246e+08,6.6210074e-06,1,0
Boost,EE,2,Noise filter,0.11724467,3.1357246e+08,6.6210074e-06,1,0
Boost,EE,3,Not resolved,0.051937714,2.9820904e+08,3.0076154e-06,0.45425344,54.574656
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.046011833,87065621,4.9311278e-06,0.74477002,-63.954734
Boost,EE,5,Trigger,0.045964935,86727962,4.9356807e-06,0.74545766,-0.092329394
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.045832616,83676742,5.0103977e-06,0.75674251,-1.5138145
Boost,EE,7,No extra tight lep,0.013509936,1115599,1.2790845e-05,1.9318578,-155.28602
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.012439659,1070859,1.2021048e-05,1.8155921,6.0183382
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0086208331,102208,2.6965395e-05,4.0727027,-124.31816
Boost,EE,10,$M_{ll}>200$ GeV,0.008073133,100736,2.5436055e-05,3.8417197,5.6714921
Boost,EE,11,$W_R>800$ GeV,0.008073133,84513,2.7770285e-05,4.1942689,-9.1768576
Resolve,MM,1,All,0.11724467,3.1357246e+08,6.6210074e-06,1,0
Resolve,MM,2,Noise filter,0.11724467,3.1357246e+08,6.6210074e-06,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.088624721,10678094,2.7121144e-05,4.0962263,-309.62263
Resolve,MM,4,Trigger,0.087609767,10454697,2.7095477e-05,4.0923496,0.094640447
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.078406935,4365292,3.7527344e-05,5.6679206,-38.500401
Resolve,MM,6,All object resolved,0.078240693,4216375,3.8103342e-05,5.7549161,-1.5348755
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.075017339,86381,0.0002552422,38.550357,-569.86828
Resolve,EE,1,All,0.11724467,3.1357246e+08,6.6210074e-06,1,0
Resolve,EE,2,Noise filter,0.11724467,3.1357246e+08,6.6210074e-06,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.064429296,10678094,1.9716804e-05,2.977916,-197.7916
Resolve,EE,4,Trigger,0.064365649,10454697,1.9906662e-05,3.0065911,-0.96292274
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.057811672,4365292,2.7669982e-05,4.1791196,-38.998605
Resolve,EE,6,All object resolved,0.0577296,4216375,2.8114407e-05,4.2462431,-1.6061636
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.055354558,86381,0.00018834072,28.445931,-569.90821
