region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.053150678,3.1357246e+08,3.0015069e-06,1,0
Boost,MM,2,Noise filter,0.053150678,3.1357246e+08,3.0015069e-06,1,0
Boost,MM,3,Not resolved,0.011475231,2.9820904e+08,6.6450763e-07,0.22139134,77.860866
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.011113048,87065621,1.1909937e-06,0.3967986,-79.229502
Boost,MM,5,Trigger,0.010083443,86727962,1.0827513e-06,0.36073591,9.088411
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.01006522,83676742,1.1003236e-06,0.36659041,-1.6229315
Boost,MM,7,No extra tight lep,0.0019210174,1115599,1.8187677e-06,0.60595154,-65.293889
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0013393971,1070859,1.2943246e-06,0.43122494,28.835078
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.00090356153,102208,2.8262807e-06,0.94162061,-118.3595
Boost,MM,10,$M_{ll}>200$ GeV,0.00088306055,100736,2.7822627e-06,0.92695529,1.5574552
Boost,MM,11,$W_R>800$ GeV,0.00088306055,84513,3.037587e-06,1.0120207,-9.176859
Boost,EE,1,All,0.053150676,3.1357246e+08,3.0015092e-06,1,0
Boost,EE,2,Noise filter,0.053150676,3.1357246e+08,3.0015092e-06,1,0
Boost,EE,3,Not resolved,0.020225396,2.9820904e+08,1.1712173e-06,0.39020946,60.979054
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.018091552,87065621,1.9388875e-06,0.64597085,-65.544641
Boost,EE,5,Trigger,0.018069667,86727962,1.9403077e-06,0.64644404,-0.0732515
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.01806654,83676742,1.9750241e-06,0.65801033,-1.7892183
Boost,EE,7,No extra tight lep,0.003761192,1115599,3.5609954e-06,1.1864016,-80.301367
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0033008133,1070859,3.1897366e-06,1.0627109,10.425703
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0019571955,102208,6.1219779e-06,2.0396333,-91.927383
Boost,EE,10,$M_{ll}>200$ GeV,0.0018876306,100736,5.9473659e-06,1.9814585,2.8522154
Boost,EE,11,$W_R>800$ GeV,0.0018876306,84513,6.4931473e-06,2.1632942,-9.1768583
Resolve,MM,1,All,0.053150678,3.1357246e+08,3.0015069e-06,1,0
Resolve,MM,2,Noise filter,0.053150678,3.1357246e+08,3.0015069e-06,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.041806046,10678094,1.2793584e-05,4.2623871,-326.23871
Resolve,MM,4,Trigger,0.041224425,10454697,1.2749668e-05,4.2477558,0.34326519
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.038588911,4365292,1.8469531e-05,6.1534196,-44.862839
Resolve,MM,6,All object resolved,0.038503111,4216375,1.8751076e-05,6.2472208,-1.5243746
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.038190281,86381,0.00012994025,43.291673,-592.97491
Resolve,EE,1,All,0.053150676,3.1357246e+08,3.0015092e-06,1,0
Resolve,EE,2,Noise filter,0.053150676,3.1357246e+08,3.0015092e-06,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.031331542,10678094,9.5881519e-06,3.1944436,-219.44436
Resolve,EE,4,Trigger,0.031300277,10454697,9.680381e-06,3.2251712,-0.96190733
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.029339955,4365292,1.404277e-05,4.6785699,-45.064233
Resolve,EE,6,All object resolved,0.029297747,4216375,1.426805e-05,4.7536252,-1.6042354
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.028917094,86381,9.8388766e-05,32.779765,-589.57404
