region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.99041399,3.1357246e+08,5.5930387e-05,1,0
Boost,MM,2,Noise filter,0.97971161,3.1357246e+08,5.5326001e-05,0.98919397,1.0806034
Boost,MM,3,Not resolved,0.22959866,2.9820904e+08,1.3295629e-05,0.23771746,75.968569
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.22276924,87065621,2.3874366e-05,0.42685859,-79.565516
Boost,MM,5,Trigger,0.20652349,86727962,2.2176342e-05,0.396499,7.1123282
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.20562177,83676742,2.2478466e-05,0.40190078,-1.3623681
Boost,MM,7,No extra tight lep,0.043001706,1115599,4.0712861e-05,0.72792025,-81.119394
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.030407188,1070859,2.9383945e-05,0.52536639,27.826381
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.021153469,102208,6.6166649e-05,1.1830179,-125.17959
Boost,MM,10,$M_{ll}>200$ GeV,0.020813476,100736,6.5577107e-05,1.1724773,0.89099521
Boost,MM,11,$W_R>800$ GeV,0.020813476,84513,7.1595025e-05,1.2800738,-9.1768574
Boost,EE,1,All,0.99041402,3.1357246e+08,5.5930387e-05,1,0
Boost,EE,2,Noise filter,0.97531728,3.1357246e+08,5.5077849e-05,0.98475716,1.5242842
Boost,EE,3,Not resolved,0.39516104,2.9820904e+08,2.2883039e-05,0.40913429,58.453281
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.3519224,87065621,3.7715819e-05,0.67433504,-64.819976
Boost,EE,5,Trigger,0.35152623,86727962,3.7746628e-05,0.67488588,-0.08168705
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.35111592,83676742,3.8383815e-05,0.68627838,-1.6880626
Boost,EE,7,No extra tight lep,0.080195238,1115599,7.5926699e-05,1.3575214,-97.809152
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.071592785,1070859,6.9183592e-05,1.2369589,8.8810751
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.044752565,102208,0.00013998305,2.5028086,-102.33562
Boost,EE,10,$M_{ll}>200$ GeV,0.043026415,100736,0.0001355635,2.4237898,3.1572032
Boost,EE,11,$W_R>800$ GeV,0.043026415,84513,0.00014800397,2.6462175,-9.1768566
Resolve,MM,1,All,0.99041399,3.1357246e+08,5.5930387e-05,1,0
Resolve,MM,2,Noise filter,0.97971161,3.1357246e+08,5.5326001e-05,0.98919397,1.0806034
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.76646217,10678094,0.00023455454,4.1936872,-323.94993
Resolve,MM,4,Trigger,0.75815452,10454697,0.00023447794,4.1923176,0.032657482
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.7036374,4365292,0.00033677687,6.0213578,-43.628378
Resolve,MM,6,All object resolved,0.70257308,4216375,0.0003421542,6.1175011,-1.5967047
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.69093941,86381,0.002350879,42.032232,-587.08172
Resolve,EE,1,All,0.99041402,3.1357246e+08,5.5930387e-05,1,0
Resolve,EE,2,Noise filter,0.97531728,3.1357246e+08,5.5077849e-05,0.98475716,1.5242842
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.5690919,10678094,0.00017415483,3.1137784,-216.19759
Resolve,EE,4,Trigger,0.5685118,10454697,0.00017582626,3.1436626,-0.95973986
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.52909332,4365292,0.0002532361,4.5277016,-44.026322
Resolve,EE,6,All object resolved,0.52841418,4216375,0.00025733854,4.6010507,-1.6200067
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.51761866,86381,0.0017611664,31.488543,-584.37722
