region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.016888284,3.1357246e+08,9.5370706e-07,1,0
Boost,MM,2,Noise filter,0.016629423,3.1357246e+08,9.3908724e-07,0.98467054,1.5329464
Boost,MM,3,Not resolved,0.0038364091,2.9820904e+08,2.2215704e-07,0.23294054,76.343301
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.0035407257,87065621,3.7946338e-07,0.39788253,-70.808623
Boost,MM,5,Trigger,0.0033762726,86727962,3.6254296e-07,0.38014079,4.4590398
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.0033186863,83676742,3.6279647e-07,0.38040661,-0.069925465
Boost,MM,7,No extra tight lep,0.00067774623,1115599,6.4167213e-07,0.6728189,-76.868351
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.00054070196,1070859,5.2250662e-07,0.54786909,18.57109
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.00039507511,102208,1.2357688e-06,1.295753,-136.50778
Boost,MM,10,$M_{ll}>200$ GeV,0.0003887074,100736,1.2247021e-06,1.2841491,0.8955355
Boost,MM,11,$W_R>800$ GeV,0.00038843054,84513,1.3361389e-06,1.4009951,-9.0991
Boost,EE,1,All,0.016888286,3.1357246e+08,9.5370706e-07,1,0
Boost,EE,2,Noise filter,0.016541353,3.1357246e+08,9.3411979e-07,0.97946197,2.0538031
Boost,EE,3,Not resolved,0.0069328828,2.9820904e+08,4.0147025e-07,0.42095762,57.021545
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.0058457597,87065621,6.2649427e-07,0.6569043,-56.049985
Boost,EE,5,Trigger,0.0058262175,86727962,6.256159e-07,0.65598329,0.14020383
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.0057839968,83676742,6.3230425e-07,0.66299629,-1.0690823
Boost,EE,7,No extra tight lep,0.0011259662,1115599,1.0660347e-06,1.11778,-68.595211
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0010277729,1070859,9.9318686e-07,1.0413962,6.833531
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.00057251291,102208,1.7907824e-06,1.877707,-80.306698
Boost,EE,10,$M_{ll}>200$ GeV,0.00053921886,100736,1.6989192e-06,1.7813847,5.1297836
Boost,EE,11,$W_R>800$ GeV,0.00053921886,84513,1.8548266e-06,1.9448599,-9.1768617
Resolve,MM,1,All,0.016888284,3.1357246e+08,9.5370706e-07,1,0
Resolve,MM,2,Noise filter,0.016629423,3.1357246e+08,9.3908724e-07,0.98467054,1.5329464
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.012734874,10678094,3.8971562e-06,4.0863242,-314.99406
Resolve,MM,4,Trigger,0.012666213,10454697,3.9173385e-06,4.1074861,-0.51787132
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.012064603,4365292,5.7743937e-06,6.0546828,-47.406045
Resolve,MM,6,All object resolved,0.011936695,4216375,5.8131896e-06,6.0953618,-0.67186011
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.01085363,86381,3.6928858e-05,38.721385,-535.25983
Resolve,EE,1,All,0.016888286,3.1357246e+08,9.5370706e-07,1,0
Resolve,EE,2,Noise filter,0.016541353,3.1357246e+08,9.3411979e-07,0.97946197,2.0538031
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.009218833,10678094,2.8211684e-06,2.9581079,-202.01356
Resolve,EE,4,Trigger,0.009203151,10454697,2.846301e-06,2.9844604,-0.89085725
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.0087840802,4365292,4.2042608e-06,4.4083356,-47.709635
Resolve,EE,6,All object resolved,0.0087124257,4216375,4.2429654e-06,4.448919,-0.92060499
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.0079519702,86381,2.7056127e-05,28.369431,-537.67022
