region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,1.948443,3.1357246e+08,0.00011003194,1,0
Boost,MM,2,Noise filter,1.9278826,3.1357246e+08,0.00010887085,0.98944777,1.0552234
Boost,MM,3,Not resolved,0.43685837,2.9820904e+08,2.5297654e-05,0.22991192,76.763612
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.4061195,87065621,4.3524168e-05,0.39555942,-72.048239
Boost,MM,5,Trigger,0.38744934,86727962,4.1604027e-05,0.37810866,4.4116661
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.38192391,83676742,4.1751728e-05,0.379451,-0.3550155
Boost,MM,7,No extra tight lep,0.080235137,1115599,7.5964474e-05,0.69038569,-81.943306
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.061157845,1070859,5.9099801e-05,0.53711498,22.200737
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.043476452,102208,0.00013599145,1.2359271,-130.10476
Boost,MM,10,$M_{ll}>200$ GeV,0.042633096,100736,0.00013432427,1.2207753,1.2259476
Boost,MM,11,$W_R>800$ GeV,0.042633096,84513,0.00014665102,1.3328041,-9.1768566
Boost,EE,1,All,1.948443,3.1357246e+08,0.00011003194,1,0
Boost,EE,2,Noise filter,1.9161218,3.1357246e+08,0.0001082067,0.98341178,1.6588215
Boost,EE,3,Not resolved,0.77831704,2.9820904e+08,4.5070889e-05,0.40961643,58.347415
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.66931884,87065621,7.1731464e-05,0.65191494,-59.152539
Boost,EE,5,Trigger,0.66808674,86727962,7.1738664e-05,0.65198038,-0.010037111
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.66453369,83676742,7.2646488e-05,0.66023092,-1.2654594
Boost,EE,7,No extra tight lep,0.13192106,1115599,0.00012489931,1.1351187,-71.927531
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.1178235,1070859,0.00011385858,1.0347775,8.8397084
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.06621841,102208,0.00020712678,1.8824242,-81.915833
Boost,EE,10,$M_{ll}>200$ GeV,0.062980556,100736,0.00019843309,1.8034136,4.1972802
Boost,EE,11,$W_R>800$ GeV,0.062980556,84513,0.00021664301,1.9689102,-9.1768559
Resolve,MM,1,All,1.948443,3.1357246e+08,0.00011003194,1,0
Resolve,MM,2,Noise filter,1.9278826,3.1357246e+08,0.00010887085,0.98944777,1.0552234
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",1.4905298,10678094,0.00045613541,4.145482,-318.96926
Resolve,MM,4,Trigger,1.4823289,10454697,0.00045844669,4.1664875,-0.50670919
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",1.403606,4365292,0.00067179774,6.1054796,-46.537811
Resolve,MM,6,All object resolved,1.3905776,4216375,0.00067721347,6.1546992,-0.80615478
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",1.2660226,86381,0.0043075596,39.148267,-536.07117
Resolve,EE,1,All,1.948443,3.1357246e+08,0.00011003194,1,0
Resolve,EE,2,Noise filter,1.9161218,3.1357246e+08,0.0001082067,0.98341178,1.6588215
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",1.0958273,10678094,0.00033534762,3.0477299,-209.91391
Resolve,EE,4,Trigger,1.0945092,10454697,0.00033850391,3.0764151,-0.94119917
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",1.0371161,4365292,0.00049638736,4.5113026,-46.641543
Resolve,EE,6,All object resolved,1.0287206,4216375,0.00050098856,4.5531195,-0.9269377
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.93963666,86381,0.0031970546,29.055696,-538.14921
