region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,11.384601,3.1357246e+08,0.00064290802,1,0
Boost,MM,2,Noise filter,11.282302,3.1357246e+08,0.00063713104,0.99101429,0.89857069
Boost,MM,3,Not resolved,2.3702739,2.9820904e+08,0.00013725814,0.21349577,78.456842
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",2.2640718,87065621,0.00024264248,0.37741399,-76.778205
Boost,MM,5,Trigger,2.126806,86727962,0.00022837487,0.35522168,5.8800971
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",2.1163973,83676742,0.00023136348,0.35987026,-1.3086419
Boost,MM,7,No extra tight lep,0.37650501,1115599,0.00035646482,0.55445695,-54.071343
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.26948976,1070859,0.00026042106,0.40506737,26.943404
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.18231625,102208,0.00057027299,0.88702111,-118.98113
Boost,MM,10,$M_{ll}>200$ GeV,0.1790635,100736,0.00056417599,0.87753765,1.0691362
Boost,MM,11,$W_R>800$ GeV,0.1790635,84513,0.00061594959,0.95806798,-9.1768519
Boost,EE,1,All,11.384601,3.1357246e+08,0.00064290802,1,0
Boost,EE,2,Noise filter,11.223427,3.1357246e+08,0.00063380628,0.98584286,1.4157139
Boost,EE,3,Not resolved,4.3206186,2.9820904e+08,0.00025019898,0.38916761,60.524377
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",3.8437665,87065621,0.00041193969,0.64074436,-64.644835
Boost,EE,5,Trigger,3.8392126,86727962,0.00041225183,0.64122987,-0.075772562
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",3.8343335,83676742,0.0004191674,0.65198658,-1.6775118
Boost,EE,7,No extra tight lep,0.70812216,1115599,0.00067043099,1.0428101,-59.943495
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.62533985,1070859,0.00060429628,0.93994204,9.8645075
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.37276435,102208,0.0011659815,1.8136055,-92.948652
Boost,EE,10,$M_{ll}>200$ GeV,0.36316876,100736,0.0011442367,1.7797829,1.8649367
Boost,EE,11,$W_R>800$ GeV,0.36316876,84513,0.0012492415,1.9431108,-9.1768455
Resolve,MM,1,All,11.384601,3.1357246e+08,0.00064290802,1,0
Resolve,MM,2,Noise filter,11.282302,3.1357246e+08,0.00063713104,0.99101429,0.89857069
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",8.9159313,10678094,0.0027284738,4.2439567,-328.24374
Resolve,MM,4,Trigger,8.8523402,10454697,0.0027378037,4.2584688,-0.34194725
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",8.3606881,4365292,0.0040016144,6.2242409,-46.161477
Resolve,MM,6,All object resolved,8.3192156,4216375,0.00405147,6.3017879,-1.245887
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",8.0799764,86381,0.027491232,42.760755,-578.54958
Resolve,EE,1,All,11.384601,3.1357246e+08,0.00064290802,1,0
Resolve,EE,2,Noise filter,11.223427,3.1357246e+08,0.00063380628,0.98584286,1.4157139
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",6.6690991,10678094,0.0020408931,3.1744713,-222.00582
Resolve,EE,4,Trigger,6.6603167,10454697,0.0020598667,3.2039834,-0.9296699
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",6.2883655,4365292,0.0030097541,4.6814693,-46.114029
Resolve,EE,6,All object resolved,6.26706,4216375,0.0030520675,4.7472848,-1.4058734
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",6.0718954,86381,0.020659037,32.133737,-576.88665
