region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.16920314,3.1357246e+08,9.5551917e-06,1,0
Boost,MM,2,Noise filter,0.16920314,3.1357246e+08,9.5551917e-06,1,0
Boost,MM,3,Not resolved,0.054609105,2.9820904e+08,3.1623129e-06,0.33095232,66.904768
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.052776877,87065621,5.6561415e-06,0.59194433,-78.860907
Boost,MM,5,Trigger,0.050091381,86727962,5.3787761e-06,0.56291661,4.9037919
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.049685293,83676742,5.4315716e-06,0.56844193,-0.98155261
Boost,MM,7,No extra tight lep,0.013258275,1115599,1.2552579e-05,1.313692,-131.10399
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.011672599,1070859,1.1279801e-05,1.1804892,10.139571
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0095648118,102208,2.9918098e-05,3.1310829,-165.23604
Boost,MM,10,$M_{ll}>200$ GeV,0.0093907743,100736,2.9587553e-05,3.0964897,1.1048333
Boost,MM,11,$W_R>800$ GeV,0.0093907743,84513,3.230276e-05,3.3806501,-9.1768576
Boost,EE,1,All,0.16920314,3.1357246e+08,9.5551917e-06,1,0
Boost,EE,2,Noise filter,0.16920314,3.1357246e+08,9.5551917e-06,1,0
Boost,EE,3,Not resolved,0.08235842,2.9820904e+08,4.7692242e-06,0.49912387,50.087613
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.071647861,87065621,7.6785616e-06,0.803601,-61.002319
Boost,EE,5,Trigger,0.07153667,86727962,7.6815558e-06,0.80391436,-0.038994049
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.071224853,83676742,7.7862649e-06,0.8148727,-1.3631232
Boost,EE,7,No extra tight lep,0.023313776,1115599,2.2072857e-05,2.3100381,-183.48454
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.022119685,1070859,2.1375328e-05,2.2370381,3.1601203
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.016062212,102208,5.0241536e-05,5.2580354,-135.04451
Boost,EE,10,$M_{ll}>200$ GeV,0.014856036,100736,4.6806975e-05,4.8985909,6.836099
Boost,EE,11,$W_R>800$ GeV,0.014856036,84513,5.1102384e-05,5.3481276,-9.1768576
Resolve,MM,1,All,0.16920314,3.1357246e+08,9.5551917e-06,1,0
Resolve,MM,2,Noise filter,0.16920314,3.1357246e+08,9.5551917e-06,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.12442232,10678094,3.807601e-05,3.9848504,-298.48504
Resolve,MM,4,Trigger,0.12324032,10454697,3.8115102e-05,3.9889416,-0.1026679
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.1054474,4365292,5.0469524e-05,5.2818955,-32.413458
Resolve,MM,6,All object resolved,0.10522502,4216375,5.124475e-05,5.3630269,-1.5360282
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.097973452,86381,0.00033334905,34.886694,-550.5038
Resolve,EE,1,All,0.16920314,3.1357246e+08,9.5551917e-06,1,0
Resolve,EE,2,Noise filter,0.16920314,3.1357246e+08,9.5551917e-06,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.08820318,10678094,2.6992143e-05,2.8248667,-182.48667
Resolve,EE,4,Trigger,0.088094406,10454697,2.7245363e-05,2.8513675,-0.93812623
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.076213929,4365292,3.6477721e-05,3.8175813,-33.885978
Resolve,EE,6,All object resolved,0.076061646,4216375,3.7042143e-05,3.8766509,-1.5473049
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.070639894,86381,0.00024034819,25.153676,-548.85068
