region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.48275122,3.1357246e+08,2.7261794e-05,1,0
Boost,MM,2,Noise filter,0.48275122,3.1357246e+08,2.7261794e-05,1,0
Boost,MM,3,Not resolved,0.31365726,2.9820904e+08,1.8163308e-05,0.66625508,33.374492
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.29365756,87065621,3.1471529e-05,1.1544189,-73.269807
Boost,MM,5,Trigger,0.28296807,86727962,3.0384904e-05,1.11456,3.452726
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.28114052,83676742,3.0734141e-05,1.1273705,-1.149377
Boost,MM,7,No extra tight lep,0.082040121,1115599,7.7673384e-05,2.8491663,-152.72672
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.080750485,1070859,7.8033123e-05,2.8623621,-0.46314312
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.071336837,102208,0.00022313688,8.1849669,-185.95149
Boost,MM,10,$M_{ll}>200$ GeV,0.071033393,100736,0.00022380519,8.2094816,-0.29950885
Boost,MM,11,$W_R>800$ GeV,0.071012704,84513,0.0002442723,8.9602433,-9.1450565
Boost,EE,1,All,0.48275122,3.1357246e+08,2.7261796e-05,1,0
Boost,EE,2,Noise filter,0.48275122,3.1357246e+08,2.7261796e-05,1,0
Boost,EE,3,Not resolved,0.34889223,2.9820904e+08,2.0203697e-05,0.74109928,25.890072
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.27279047,87065621,2.9235184e-05,1.0723866,-44.70215
Boost,EE,5,Trigger,0.27167365,86727962,2.9172116e-05,1.0700732,0.21572504
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.27094592,83676742,2.9619672e-05,1.0864902,-1.5341911
Boost,EE,7,No extra tight lep,0.085591071,1115599,8.1035329e-05,2.9724869,-173.58618
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.084697621,1070859,8.1847433e-05,3.0022759,-1.0021604
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.047878834,102208,0.00014976181,5.4934684,-82.976798
Boost,EE,10,$M_{ll}>200$ GeV,0.047028615,100736,0.00014817325,5.4351978,1.0607255
Boost,EE,11,$W_R>800$ GeV,0.047028615,84513,0.0001617709,5.9339781,-9.1768565
Resolve,MM,1,All,0.48275122,3.1357246e+08,2.7261794e-05,1,0
Resolve,MM,2,Noise filter,0.48275122,3.1357246e+08,2.7261794e-05,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.24261697,10678094,7.4246212e-05,2.7234529,-172.34529
Resolve,MM,4,Trigger,0.2412032,10454697,7.4598025e-05,2.7363579,-0.47384687
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.1466943,4365292,7.0211232e-05,2.5754443,5.8805758
Resolve,MM,6,All object resolved,0.14653568,4216375,7.1363111e-05,2.6176969,-1.6405917
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.10483287,86381,0.00035668783,13.083799,-399.82102
Resolve,EE,1,All,0.48275122,3.1357246e+08,2.7261796e-05,1,0
Resolve,EE,2,Noise filter,0.48275122,3.1357246e+08,2.7261796e-05,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.15914939,10678094,4.8703268e-05,1.7865026,-78.650258
Resolve,EE,4,Trigger,0.15868825,10454697,4.9078248e-05,1.8002574,-0.76992784
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.10087339,4365292,4.8280301e-05,1.7709876,1.6258676
Resolve,EE,6,All object resolved,0.10080134,4216375,4.9090412e-05,1.8007036,-1.6779336
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.072873819,86381,0.000247949,9.0951088,-405.0864
