region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,1064.793,3.1357246e+08,0.060130663,1,0
Boost,MM,2,Noise filter,1059.8505,3.1357246e+08,0.059851549,0.99535821,0.46417885
Boost,MM,3,Not resolved,253.43663,2.9820904e+08,0.014676041,0.24406917,75.479263
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",241.08821,87065621,0.025837615,0.42969117,-76.053026
Boost,MM,5,Trigger,231.56864,86727962,0.02486566,0.41352712,3.7617837
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",226.11754,83676742,0.024719044,0.41108883,0.58963111
Boost,MM,7,No extra tight lep,29.909559,1115599,0.028317441,0.4709318,-14.557187
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",23.218845,1070859,0.022437419,0.37314437,20.764668
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",15.749401,102208,0.049261819,0.81924623,-119.55208
Boost,MM,10,$M_{ll}>200$ GeV,15.574584,100736,0.049069646,0.81605031,0.39010601
Boost,MM,11,$W_R>800$ GeV,15.542799,84513,0.053463105,0.8891155,-8.9535161
Boost,EE,1,All,1064.793,3.1357246e+08,0.060130663,1,0
Boost,EE,2,Noise filter,1054.7649,3.1357246e+08,0.059564358,0.99058209,0.94179052
Boost,EE,3,Not resolved,428.84141,2.9820904e+08,0.024833402,0.41299065,58.308286
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",371.05653,87065621,0.039766413,0.66133335,-60.132764
Boost,EE,5,Trigger,370.30958,86727962,0.039763543,0.66128562,0.007217161
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",366.05041,83676742,0.040016417,0.66549103,-0.63594509
Boost,EE,7,No extra tight lep,54.01838,1115599,0.05114274,0.85052679,-27.804396
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",49.155295,1070859,0.047500791,0.78995954,7.1211455
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",30.497579,102208,0.095389665,1.5863731,-100.817
Boost,EE,10,$M_{ll}>200$ GeV,29.957236,100736,0.094381716,1.5696104,1.0566646
Boost,EE,11,$W_R>800$ GeV,29.957236,84513,0.10304201,1.7136351,-9.1758196
Resolve,MM,1,All,1064.793,3.1357246e+08,0.060130663,1,0
Resolve,MM,2,Noise filter,1059.8505,3.1357246e+08,0.059851549,0.99535821,0.46417885
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",814.80504,10678094,0.24934537,4.1467258,-316.60638
Resolve,MM,4,Trigger,811.43584,10454697,0.25095326,4.1734657,-0.64484409
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",752.79277,4365292,0.3602934,5.9918415,-43.569921
Resolve,MM,6,All object resolved,748.80377,4216375,0.36465784,6.064424,-1.2113564
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",646.26579,86381,2.1961493,36.522952,-502.24931
Resolve,EE,1,All,1064.793,3.1357246e+08,0.060130663,1,0
Resolve,EE,2,Noise filter,1054.7649,3.1357246e+08,0.059564358,0.99058209,0.94179052
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",609.60195,10678094,0.18655004,3.1024111,-213.19071
Resolve,EE,4,Trigger,608.96625,10454697,0.18833597,3.132112,-0.9573492
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",565.57991,4365292,0.27069357,4.501756,-43.729086
Resolve,EE,6,All object resolved,563.16426,4216375,0.27425579,4.5609972,-1.3159582
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",487.64341,86381,1.6576216,27.566994,-504.40716
