region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.10106992,3.1357246e+08,5.7075946e-06,1,0
Boost,MM,2,Noise filter,0.10106992,3.1357246e+08,5.7075946e-06,1,0
Boost,MM,3,Not resolved,0.026538074,2.9820904e+08,1.5367714e-06,0.26925028,73.074972
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.025612562,87065621,2.7449197e-06,0.48092408,-78.616002
Boost,MM,5,Trigger,0.023820737,86727962,2.5578547e-06,0.44814933,6.8149533
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.023696565,83676742,2.5904981e-06,0.45386863,-1.2762043
Boost,MM,7,No extra tight lep,0.0057508786,1115599,5.4447775e-06,0.95395309,-110.18264
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0044066486,1070859,4.2583592e-06,0.74608649,21.790023
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0032631146,102208,1.0206807e-05,1.7882851,-139.68872
Boost,MM,10,$M_{ll}>200$ GeV,0.0032125797,100736,1.0121889e-05,1.7734071,0.83197328
Boost,MM,11,$W_R>800$ GeV,0.0032125797,84513,1.105076e-05,1.9361501,-9.1768584
Boost,EE,1,All,0.10106992,3.1357246e+08,5.7075946e-06,1,0
Boost,EE,2,Noise filter,0.10106992,3.1357246e+08,5.7075946e-06,1,0
Boost,EE,3,Not resolved,0.042908514,2.9820904e+08,2.4847519e-06,0.43534134,56.465866
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.038055714,87065621,4.0784648e-06,0.71456806,-64.13972
Boost,EE,5,Trigger,0.038019617,86727962,4.0825171e-06,0.71527804,-0.09935853
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.037944537,83676742,4.1480785e-06,0.72676475,-1.6059083
Boost,EE,7,No extra tight lep,0.010648438,1115599,1.0081656e-05,1.7663581,-143.04399
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0096911617,1070859,9.3650414e-06,1.6408035,7.1081022
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0065305608,102208,2.0427162e-05,3.5789441,-118.12143
Boost,EE,10,$M_{ll}>200$ GeV,0.0061594898,100736,1.9406731e-05,3.4001594,4.9954605
Boost,EE,11,$W_R>800$ GeV,0.0061594898,84513,2.1187659e-05,3.7121871,-9.1768577
Resolve,MM,1,All,0.10106992,3.1357246e+08,5.7075946e-06,1,0
Resolve,MM,2,Noise filter,0.10106992,3.1357246e+08,5.7075946e-06,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.077249186,10678094,2.3639977e-05,4.1418458,-314.18458
Resolve,MM,4,Trigger,0.076343888,10454697,2.3611227e-05,4.1368087,0.12161574
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.068944126,4365292,3.2998228e-05,5.7814597,-39.756518
Resolve,MM,6,All object resolved,0.068805516,4216375,3.3508395e-05,5.8708437,-1.5460442
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.066772566,86381,0.00022718984,39.804831,-578.0087
Resolve,EE,1,All,0.10106992,3.1357246e+08,5.7075946e-06,1,0
Resolve,EE,2,Noise filter,0.10106992,3.1357246e+08,5.7075946e-06,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.056932687,10678094,1.7422675e-05,3.0525424,-205.25424
Resolve,EE,4,Trigger,0.056879265,10454697,1.7591313e-05,3.0820888,-0.9679256
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.051666944,4365292,2.4728976e-05,4.332644,-40.574928
Resolve,EE,6,All object resolved,0.051570206,4216375,2.5114773e-05,4.4002376,-1.5601005
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.049843354,86381,0.00016958917,29.712896,-575.25663
