region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.0048986883,3.1357246e+08,2.7663573e-07,1,0
Boost,MM,2,Noise filter,0.0048986883,3.1357246e+08,2.7663573e-07,1,0
Boost,MM,3,Not resolved,0.0010441904,2.9820904e+08,6.0467871e-08,0.21858301,78.141699
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.00097001027,87065621,1.0395621e-07,0.37578736,-71.919746
Boost,MM,5,Trigger,0.00090107873,86727962,9.6756751e-08,0.34976231,6.9254724
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.00089799955,83676742,9.8168424e-08,0.35486531,-1.4589912
Boost,MM,7,No extra tight lep,0.00018964922,1115599,1.795547e-07,0.64906547,-82.904739
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.00014717059,1070859,1.4221798e-07,0.51409839,20.794063
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.00010875088,102208,3.4016561e-07,1.2296518,-139.18608
Boost,MM,10,$M_{ll}>200$ GeV,0.00010763118,100736,3.3911402e-07,1.2258504,0.30914187
Boost,MM,11,$W_R>800$ GeV,0.00010763118,84513,3.7023396e-07,1.3383447,-9.1768388
Boost,EE,1,All,0.0048986883,3.1357246e+08,2.7663573e-07,1,0
Boost,EE,2,Noise filter,0.0048986883,3.1357246e+08,2.7663573e-07,1,0
Boost,EE,3,Not resolved,0.0019130078,2.9820904e+08,1.1077846e-07,0.40044886,59.955114
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.0016689831,87065621,1.7886607e-07,0.64657618,-61.462859
Boost,EE,5,Trigger,0.0016663938,86727962,1.7893637e-07,0.6468303,-0.039303117
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.0016653441,83676742,1.8205391e-07,0.65809978,-1.7422621
Boost,EE,7,No extra tight lep,0.00033549017,1115599,3.1763306e-07,1.1481997,-74.471976
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.00030581811,1070859,2.9552694e-07,1.0682891,6.9596402
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.00017397342,102208,5.4417737e-07,1.9671261,-84.137991
Boost,EE,10,$M_{ll}>200$ GeV,0.00016494583,100736,5.1969552e-07,1.8786276,4.4988725
Boost,EE,11,$W_R>800$ GeV,0.00016494583,84513,5.6738726e-07,2.0510267,-9.1768615
Resolve,MM,1,All,0.0048986883,3.1357246e+08,2.7663573e-07,1,0
Resolve,MM,2,Noise filter,0.0048986883,3.1357246e+08,2.7663573e-07,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.0037878758,10678094,1.1591749e-06,4.1902574,-319.02574
Resolve,MM,4,Trigger,0.0037509956,10454697,1.160087e-06,4.1935546,-0.078688867
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.0035626761,4365292,1.7051776e-06,6.1639819,-46.987042
Resolve,MM,6,All object resolved,0.003529155,4216375,1.718704e-06,6.212878,-0.79325439
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.0034834573,86381,1.1852265e-05,42.844305,-589.6048
Resolve,EE,1,All,0.0048986883,3.1357246e+08,2.7663573e-07,1,0
Resolve,EE,2,Noise filter,0.0048986883,3.1357246e+08,2.7663573e-07,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.0027933021,10678094,8.5481309e-07,3.0900314,-209.00314
Resolve,EE,4,Trigger,0.002789663,10454697,8.6277223e-07,3.1188026,-0.93109618
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.0026592879,4365292,1.272796e-06,4.600982,-47.52399
Resolve,EE,6,All object resolved,0.0026407429,4216375,1.2860459e-06,4.6488784,-1.0410044
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.0026058223,86381,8.8661622e-06,32.049953,-589.41259
