region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.9270674,3.1357246e+08,5.2353094e-05,1,0
Boost,MM,2,Noise filter,0.91698035,3.1357246e+08,5.178346e-05,0.98911939,1.0880606
Boost,MM,3,Not resolved,0.20699893,2.9820904e+08,1.1986921e-05,0.228963,76.851834
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.20028807,87065621,2.1465041e-05,0.41000521,-79.070509
Boost,MM,5,Trigger,0.18582858,86727962,1.9954135e-05,0.38114528,7.0389166
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.18517825,83676742,2.0243592e-05,0.38667423,-1.4506132
Boost,MM,7,No extra tight lep,0.037663843,1115599,3.5659115e-05,0.68112718,-76.150137
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.026566708,1070859,2.5672702e-05,0.49037603,28.005218
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.018333796,102208,5.7346897e-05,1.095387,-123.37694
Boost,MM,10,$M_{ll}>200$ GeV,0.017974038,100736,5.6630878e-05,1.0817102,1.248576
Boost,MM,11,$W_R>800$ GeV,0.017974038,84513,6.1827813e-05,1.1809772,-9.1768574
Boost,EE,1,All,0.92706746,3.1357246e+08,5.23531e-05,1,0
Boost,EE,2,Noise filter,0.91264494,3.1357246e+08,5.1538632e-05,0.98444279,1.5557215
Boost,EE,3,Not resolved,0.36534404,2.9820904e+08,2.1156393e-05,0.40410965,58.950418
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.32651316,87065621,3.4992689e-05,0.66839765,-65.400072
Boost,EE,5,Trigger,0.32608936,86727962,3.5015235e-05,0.6688283,-0.064430822
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.32598341,83676742,3.5636341e-05,0.68069209,-1.7738165
Boost,EE,7,No extra tight lep,0.070960392,1115599,6.7183395e-05,1.2832744,-88.524951
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.062298933,1070859,6.0202491e-05,1.1499317,10.390817
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.037493257,102208,0.00011727642,2.2401046,-94.803266
Boost,EE,10,$M_{ll}>200$ GeV,0.036168875,100736,0.00011395742,2.1767082,2.8300621
Boost,EE,11,$W_R>800$ GeV,0.036168875,84513,0.00012441513,2.3764616,-9.1768568
Resolve,MM,1,All,0.9270674,3.1357246e+08,5.2353094e-05,1,0
Resolve,MM,2,Noise filter,0.91698035,3.1357246e+08,5.178346e-05,0.98911939,1.0880606
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.71939046,10678094,0.00022014955,4.2050915,-325.13488
Resolve,MM,4,Trigger,0.7121538,10454697,0.00022025109,4.207031,-0.046123368
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.66638158,4365292,0.00031894539,6.0921975,-44.809901
Resolve,MM,6,All object resolved,0.66502557,4216375,0.00032386851,6.1862343,-1.5435624
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.65589327,86381,0.0022316368,42.626645,-589.05643
Resolve,EE,1,All,0.92706746,3.1357246e+08,5.23531e-05,1,0
Resolve,EE,2,Noise filter,0.91264494,3.1357246e+08,5.1538632e-05,0.98444279,1.5557215
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.53385842,10678094,0.0001633726,3.1205908,-216.99057
Resolve,EE,4,Trigger,0.53339488,10454697,0.0001649655,3.1510168,-0.97500779
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.49757035,4365292,0.00023814849,4.5488899,-44.362607
Resolve,EE,6,All object resolved,0.49700086,4216375,0.00024204021,4.6232259,-1.6341565
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.48771695,86381,0.0016594277,31.696836,-585.59999
