region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.35516824,3.1357246e+08,2.0056963e-05,1,0
Boost,MM,2,Noise filter,0.35516824,3.1357246e+08,2.0056963e-05,1,0
Boost,MM,3,Not resolved,0.17741449,2.9820904e+08,1.027374e-05,0.5122281,48.77719
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.16894346,87065621,1.8105814e-05,0.90271961,-76.233909
Boost,MM,5,Trigger,0.16278368,86727962,1.7479592e-05,0.87149747,3.4586755
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.16156444,83676742,1.7662145e-05,0.88059916,-1.0443734
Boost,MM,7,No extra tight lep,0.049023819,1115599,4.6414436e-05,2.3141308,-162.79049
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.047073044,1070859,4.5488974e-05,2.2679891,1.9939109
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.041395654,102208,0.00012948286,6.4557558,-184.64669
Boost,MM,10,$M_{ll}>200$ GeV,0.040955669,100736,0.00012903919,6.4336358,0.34264074
Boost,MM,11,$W_R>800$ GeV,0.040939766,84513,0.00014082623,7.0213139,-9.1344634
Boost,EE,1,All,0.35516822,3.1357246e+08,2.005696e-05,1,0
Boost,EE,2,Noise filter,0.35516822,3.1357246e+08,2.005696e-05,1,0
Boost,EE,3,Not resolved,0.22059498,2.9820904e+08,1.2774244e-05,0.63689829,36.310171
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.1805726,87065621,1.9352117e-05,0.96485792,-51.49325
Boost,EE,5,Trigger,0.18004999,86727962,1.9333636e-05,0.96393652,0.095495485
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.17918744,83676742,1.9588682e-05,0.97665256,-1.3191783
Boost,EE,7,No extra tight lep,0.061844935,1115599,5.8553125e-05,2.9193419,-198.91305
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.06060692,1070859,5.8567416e-05,2.9200545,-0.024407743
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.040068049,102208,0.0001253302,6.2487135,-113.99305
Boost,EE,10,$M_{ll}>200$ GeV,0.038114624,100736,0.0001200879,5.9873432,4.1827866
Boost,EE,11,$W_R>800$ GeV,0.038114624,84513,0.0001311082,6.5367931,-9.1768567
Resolve,MM,1,All,0.35516824,3.1357246e+08,2.0056963e-05,1,0
Resolve,MM,2,Noise filter,0.35516824,3.1357246e+08,2.0056963e-05,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.21543869,10678094,6.5929053e-05,3.2870905,-228.70905
Resolve,MM,4,Trigger,0.21421416,10454697,6.6251001e-05,3.3031422,-0.48832582
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.16000594,4365292,7.6582486e-05,3.8182494,-15.594459
Resolve,MM,6,All object resolved,0.1597568,4216375,7.7801814e-05,3.8790426,-1.5921759
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.12712903,86381,0.00043254919,21.566036,-455.96285
Resolve,EE,1,All,0.35516822,3.1357246e+08,2.005696e-05,1,0
Resolve,EE,2,Noise filter,0.35516822,3.1357246e+08,2.005696e-05,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.14516233,10678094,4.4422915e-05,2.2148378,-121.48378
Resolve,EE,4,Trigger,0.14479701,10454697,4.4782039e-05,2.2327431,-0.80842232
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.11240059,4365292,5.3797483e-05,2.6822351,-20.131829
Resolve,EE,6,All object resolved,0.11225853,4216375,5.4670082e-05,2.7257412,-1.6220069
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.090314205,86381,0.0003072889,15.320811,-462.07873
