region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.36566668,3.1357246e+08,2.064983e-05,1,0
Boost,MM,2,Noise filter,0.36113241,3.1357246e+08,2.039377e-05,0.98759993,1.2400066
Boost,MM,3,Not resolved,0.07559375,2.9820904e+08,4.3774903e-06,0.21198675,78.535159
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.071555745,87065621,7.668689e-06,0.37136815,-75.184602
Boost,MM,5,Trigger,0.06604985,86727962,7.0923853e-06,0.34345975,7.5150226
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.065919255,83676742,7.2062599e-06,0.34897431,-1.6055902
Boost,MM,7,No extra tight lep,0.012761767,1115599,1.2082499e-05,0.58511372,-67.666704
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0093036051,1070859,8.9905264e-06,0.43538018,25.590503
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0064566288,102208,2.0195907e-05,0.97801811,-124.63542
Boost,MM,10,$M_{ll}>200$ GeV,0.0063521526,100736,2.0013754e-05,0.96919708,0.90192951
Boost,MM,11,$W_R>800$ GeV,0.0063521526,84513,2.1850388e-05,1.0581389,-9.1768581
Boost,EE,1,All,0.36566668,3.1357246e+08,2.064983e-05,1,0
Boost,EE,2,Noise filter,0.35916304,3.1357246e+08,2.0282555e-05,0.98221417,1.7785834
Boost,EE,3,Not resolved,0.14066152,2.9820904e+08,8.1454475e-06,0.39445592,59.840131
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.12414384,87065621,1.3304599e-05,0.64429582,-63.337849
Boost,EE,5,Trigger,0.12399235,86727962,1.3314207e-05,0.64476113,-0.072219624
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.12390877,83676742,1.3545645e-05,0.65596887,-1.7382779
Boost,EE,7,No extra tight lep,0.025173539,1115599,2.3833631e-05,1.1541805,-75.950503
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.022697453,1070859,2.1933654e-05,1.0621712,7.9718339
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.012829677,102208,4.0130378e-05,1.9433758,-82.96258
Boost,EE,10,$M_{ll}>200$ GeV,0.012401324,100736,3.9072905e-05,1.892166,2.6350946
Boost,EE,11,$W_R>800$ GeV,0.012401324,84513,4.265857e-05,2.0658074,-9.1768578
Resolve,MM,1,All,0.36566668,3.1357246e+08,2.064983e-05,1,0
Resolve,MM,2,Noise filter,0.36113241,3.1357246e+08,2.039377e-05,0.98759993,1.2400066
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.28530881,10678094,8.731087e-05,4.2281642,-328.1252
Resolve,MM,4,Trigger,0.28246706,10454697,8.7359891e-05,4.2305381,-0.056145021
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.26813815,4365292,0.00012833702,6.2149192,-46.906115
Resolve,MM,6,All object resolved,0.26659713,4216375,0.00012983323,6.2873752,-1.1658397
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.26388075,86381,0.0008978388,43.479236,-591.53238
Resolve,EE,1,All,0.36566668,3.1357246e+08,2.064983e-05,1,0
Resolve,EE,2,Noise filter,0.35916304,3.1357246e+08,2.0282555e-05,0.98221417,1.7785834
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.21077027,10678094,6.4500412e-05,3.1235324,-218.0093
Resolve,EE,4,Trigger,0.2105561,10454697,6.5119656e-05,3.1535203,-0.96006155
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.20032788,4365292,9.5881482e-05,4.6432094,-47.238926
Resolve,EE,6,All object resolved,0.19938759,4216375,9.7102075e-05,4.7023185,-1.2730231
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.19673912,86381,0.00066939343,32.416415,-589.37088
