region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.088774261,3.1357246e+08,5.013236e-06,1,0
Boost,MM,2,Noise filter,0.088774261,3.1357246e+08,5.013236e-06,1,0
Boost,MM,3,Not resolved,0.022239221,2.9820904e+08,1.2878302e-06,0.25688602,74.311398
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.021503662,87065621,2.3045641e-06,0.45969591,-78.94937
Boost,MM,5,Trigger,0.019920944,86727962,2.1390969e-06,0.42668985,7.1799759
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.01983217,83676742,2.1680421e-06,0.43246361,-1.3531516
Boost,MM,7,No extra tight lep,0.0045858247,1115599,4.3417357e-06,0.86605453,-100.26067
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0034571234,1070859,3.3407866e-06,0.66639325,23.054124
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0025795264,102208,8.0685878e-06,1.609457,-141.5176
Boost,MM,10,$M_{ll}>200$ GeV,0.00252753,100736,7.9634998e-06,1.5884949,1.3024335
Boost,MM,11,$W_R>800$ GeV,0.00252753,84513,8.6942989e-06,1.7342688,-9.1768578
Boost,EE,1,All,0.088774267,3.1357246e+08,5.0132332e-06,1,0
Boost,EE,2,Noise filter,0.088774267,3.1357246e+08,5.0132332e-06,1,0
Boost,EE,3,Not resolved,0.036746019,2.9820904e+08,2.1278942e-06,0.42445545,57.554455
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.03269504,87065621,3.5039559e-06,0.69894132,-64.667769
Boost,EE,5,Trigger,0.032663708,86727962,3.5074038e-06,0.6996291,-0.098402814
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.032615405,83676742,3.5654998e-06,0.71121763,-1.6563819
Boost,EE,7,No extra tight lep,0.0087285993,1115599,8.2640036e-06,1.6484379,-131.77686
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.0079009098,1070859,7.6350336e-06,1.5229759,7.6109604
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0051123534,102208,1.5991103e-05,3.1897784,-109.44378
Boost,EE,10,$M_{ll}>200$ GeV,0.0048825847,100736,1.5383581e-05,3.0685946,3.7991271
Boost,EE,11,$W_R>800$ GeV,0.0048825847,84513,1.679531e-05,3.3501952,-9.1768576
Resolve,MM,1,All,0.088774261,3.1357246e+08,5.013236e-06,1,0
Resolve,MM,2,Noise filter,0.088774261,3.1357246e+08,5.013236e-06,1,0
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.068257261,10678094,2.0888247e-05,4.1666194,-316.66194
Resolve,MM,4,Trigger,0.067413906,10454697,2.084941e-05,4.1588726,0.18592615
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.061507881,4365292,2.9439072e-05,5.8722693,-41.198585
Resolve,MM,6,All object resolved,0.061373451,4216375,2.9888969e-05,5.9620112,-1.5282327
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.059949259,86381,0.00020397392,40.687078,-582.43881
Resolve,EE,1,All,0.088774267,3.1357246e+08,5.0132332e-06,1,0
Resolve,EE,2,Noise filter,0.088774267,3.1357246e+08,5.0132332e-06,1,0
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.050566084,10678094,1.5474351e-05,3.0867008,-208.67008
Resolve,EE,4,Trigger,0.050511253,10454697,1.5621848e-05,3.1161223,-0.95317061
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.046268365,4365292,2.2145092e-05,4.4173273,-41.757186
Resolve,EE,6,All object resolved,0.046201784,4216375,2.2500343e-05,4.4881899,-1.6041952
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.045045108,86381,0.00015326341,30.571769,-581.16033
