region,flavor,cut_index,cut,signal,background,asimov_z,z_over_first,z_reduction_percent
Boost,MM,1,All,0.20142809,3.1357246e+08,1.1374994e-05,1,0
Boost,MM,2,Noise filter,0.19864551,3.1357246e+08,1.1217853e-05,0.98618537,1.3814633
Boost,MM,3,Not resolved,0.042780449,2.9820904e+08,2.4773377e-06,0.21778803,77.916116
Boost,MM,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.040078435,87065621,4.2952387e-06,0.37760359,-73.381239
Boost,MM,5,Trigger,0.037198013,86727962,3.9942948e-06,0.35114696,7.0064548
Boost,MM,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.037080034,83676742,4.0535712e-06,0.35635808,-1.484028
Boost,MM,7,No extra tight lep,0.0077233285,1115599,7.31224e-06,0.6428346,-80.390072
Boost,MM,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.005933496,1070859,5.7338258e-06,0.50407285,21.585919
Boost,MM,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.004103378,102208,1.2835095e-05,1.1283605,-123.8487
Boost,MM,10,$M_{ll}>200$ GeV,0.0040055415,100736,1.2620277e-05,1.1094754,1.6736757
Boost,MM,11,$W_R>800$ GeV,0.0040055415,84513,1.3778422e-05,1.2112904,-9.1768582
Boost,EE,1,All,0.20142809,3.1357246e+08,1.1374994e-05,1,0
Boost,EE,2,Noise filter,0.19745708,3.1357246e+08,1.1150742e-05,0.98028546,1.9714541
Boost,EE,3,Not resolved,0.077584345,2.9820904e+08,4.4927619e-06,0.39496827,59.708851
Boost,EE,4,"Tight lep $\geq 1$, $p_T$/$\eta$/id",0.068373326,87065621,7.3276261e-06,0.64418723,-63.098475
Boost,EE,5,Trigger,0.068269735,86727962,7.3307523e-06,0.64446206,-0.042662675
Boost,EE,6,"$\Delta\phi(\ell,\mathrm{Fatjet})<2.0$",0.068200674,83676742,7.4556639e-06,0.6554433,-1.7039396
Boost,EE,7,No extra tight lep,0.013840987,1115599,1.3104275e-05,1.1520248,-75.762691
Boost,EE,8,"$\ell_{\mathrm{loose,SF}}$ in Jet",0.01236193,1070859,1.1945934e-05,1.0501925,8.8394138
Boost,EE,9,"No $\ell_{\mathrm{loose,OF}}$ in Jet",0.0071190442,102208,2.2267899e-05,1.9576184,-86.40567
Boost,EE,10,$M_{ll}>200$ GeV,0.0068140245,100736,2.1468976e-05,1.8873835,3.5877769
Boost,EE,11,$W_R>800$ GeV,0.0068140245,84513,2.3439154e-05,2.060586,-9.1768578
Resolve,MM,1,All,0.20142809,3.1357246e+08,1.1374994e-05,1,0
Resolve,MM,2,Noise filter,0.19864551,3.1357246e+08,1.1217853e-05,0.98618537,1.3814633
Resolve,MM,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.15574132,10678094,4.7660323e-05,4.1899206,-324.86136
Resolve,MM,4,Trigger,0.1543083,10454697,4.7723641e-05,4.195487,-0.13285221
Resolve,MM,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.14662526,4365292,7.0178188e-05,6.169514,-47.051201
Resolve,MM,6,All object resolved,0.14549151,4216375,7.0854598e-05,6.2289787,-0.96384631
Resolve,MM,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.14320962,86381,0.00048726246,42.836281,-587.69349
Resolve,EE,1,All,0.20142809,3.1357246e+08,1.1374994e-05,1,0
Resolve,EE,2,Noise filter,0.19745708,3.1357246e+08,1.1150742e-05,0.98028546,1.9714541
Resolve,EE,3,"$N_{\ell_{\rm tight}}=2$, $p_T$/$\eta$/id",0.11558232,10678094,3.537077e-05,3.1095198,-217.20554
Resolve,EE,4,Trigger,0.11544707,10454697,3.5704849e-05,3.1388893,-0.9445046
Resolve,EE,5,"$N_{\rm jet}\geq 2$, $p_T$/$\eta$/id",0.10958839,4365292,5.2451498e-05,4.611123,-46.903013
Resolve,EE,6,All object resolved,0.10899562,4216375,5.3081039e-05,4.6664673,-1.2002344
Resolve,EE,7,"$W_R>800$ GeV, $M_{ll}>200$ GeV",0.10707054,86381,0.00036430136,32.026509,-586.31165
