Category	Bin1[800,1000]	Bin2[1000,1200]	Bin3[1200,1400]	Bin4[1400,1600]	Bin5[1600,2000]	Bin6[2000,2400]	Bin7[2400,2800]	Bin8[2800,3200]	Bin9[3200,8000]
BKG	64.2504	42.3569	25.2910	15.1912	16.1637	6.2136	2.1411	1.0494	0.8207
2000N100_Signal	0.3385	0.6465	0.4104	1.0287	4.4027	8.7436	2.8108	0.6979	0.5218
2000N100_S/B	0.0053	0.0153	0.0162	0.0677	0.2724	1.4072	1.3128	0.6651	0.6358
2000N1100_Signal	0.8013	2.4771	5.9524	18.4629	173.2316	80.2685	7.1996	1.8258	1.3773
2000N1100_S/B	0.0125	0.0585	0.2354	1.2154	10.7173	12.9182	3.3625	1.7399	1.6782
4000N100_Signal	0.0141	0.0168	0.0151	0.0081	0.0160	0.0085	0.0045	0.0013	0.0456
4000N100_S/B	0.0002	0.0004	0.0006	0.0005	0.0010	0.0014	0.0021	0.0012	0.0556
4000N2100_Signal	0.0004	0.0014	0.0064	0.0075	0.0419	0.0750	0.1651	0.3925	5.4556
4000N2100_S/B	0.0000	0.0000	0.0003	0.0005	0.0026	0.0121	0.0771	0.3740	6.6474
