Category	Bin1[800,1000]	Bin2[1000,1200]	Bin3[1200,1400]	Bin4[1400,1600]	Bin5[1600,2000]	Bin6[2000,2400]	Bin7[2400,2800]	Bin8[2800,3200]	Bin9[3200,8000]
BKG	440.6597	248.3403	132.7642	71.5643	62.7645	21.9753	7.9970	3.4665	2.4802
2000N100_Signal	1.6615	3.2630	2.2831	2.4293	11.2013	22.5316	5.0890	1.6763	0.9687
2000N100_S/B	0.0038	0.0131	0.0172	0.0339	0.1785	1.0253	0.6364	0.4836	0.3906
2000N1100_Signal	5.1666	12.1752	27.8838	70.3434	604.5690	244.4120	19.4961	5.5152	2.8165
2000N1100_S/B	0.0117	0.0490	0.2100	0.9829	9.6323	11.1221	2.4379	1.5910	1.1356
4000N100_Signal	0.0938	0.0644	0.0578	0.0347	0.0304	0.0352	0.0100	0.0080	0.0382
4000N100_S/B	0.0002	0.0003	0.0004	0.0005	0.0005	0.0016	0.0012	0.0023	0.0154
4000N2100_Signal	0.0021	0.0085	0.0158	0.0327	0.1055	0.1878	0.3874	0.7160	8.3729
4000N2100_S/B	0.0000	0.0000	0.0001	0.0005	0.0017	0.0085	0.0484	0.2065	3.3759
