Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR6000N5100MM	WR6000N5100MM_Stat_pct	WR6000N5100MM_SystUp_pct	WR6000N5100MM_SystDn_pct	WR6000N5100MM_TotalUp_pct	WR6000N5100MM_TotalDn_pct	WR6000N5100MM_Pileup_pct	WR6000N5100MM_ElectronID_pct	WR6000N5100MM_ElectronReco_pct	WR6000N5100MM_ElectronTrig_pct	WR6000N5100MM_MuonID_pct	WR6000N5100MM_MuonReco_pct	WR6000N5100MM_MuonTrig_pct	WR6000N5100MM_MuonIso_pct	WR6000N5100MM_JER_pct	WR6000N5100MM_JES_pct
Total	0.0000	8000.0000	3.3723	4.0000	0.2707	0.3913	2.1109	0.5994	12.1689	1.9865	2.1718	12.3300	12.3612	1.6078	0.0033	0.0000	0.0000	0.5771	0.0000	1.2063	0.5863	0.0000	0.0068	46.8920	2.3286	3.2991	46.9498	47.0079	3.1818	0.0006	0.0000	0.0000	0.2857	0.0000	0.7605	0.3160	0.0000	0.0000	31.2775	8.6648	8.5837	32.4555	32.4340	8.4749	0.0000	0.0000	0.0000	0.6910	0.0000	1.5117	0.7014	0.0000	0.0000	16.1691	1.7910	1.7544	16.2680	16.2640	1.2436	0.0000	0.0000	0.0000	0.5119	0.0000	1.0637	0.5173	0.0000	0.0000	24.0707	2.1073	2.2900	24.1628	24.1794	0.8969	0.0180	0.0000	0.0000	0.8640	0.0000	1.7101	0.8764	0.0000	0.0385	0.0000	39.5478	12.6793	11.2485	41.5306	41.1164	9.9531	0.0000	0.0000	0.0000	3.2628	0.0000	6.4473	3.0802	0.0000	0.0000
