Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR2000N1100EE	WR2000N300EE	WR4000N2100EE	WR4000N300EE
21	1000.0000	1050.0000	0.0216	0.0000	0.0215	0.0000	0.0001	0.0000	1.9554	31.7990	7.9061	31.8591	8.1443	0.6021	0.8306	4.8128	0.7216	0.0000	0.0000	0.0000	0.0000	0.9938	31.3980	1.9365	10.5645	8.0817	10.7405	8.3105	0.5892	0.8302	4.8125	0.7222	0.0000	0.0000	0.0000	0.0000	0.8606	9.2890	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	69.0031	4619.5966	42.7966	4620.1119	81.1971	6.8594	0.9045	4.8696	0.5905	0.0000	0.0000	0.0000	0.0000	42.3916	4619.5888	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0279	0.1489	0.0376	0.0011
22	1050.0000	1100.0000	0.0168	0.0000	0.0166	0.0000	0.0001	0.0000	2.0763	7.8397	9.5657	8.1100	9.7885	0.7531	0.8317	4.8327	0.7388	0.0000	0.0000	0.0000	0.0000	0.2215	8.2198	2.0034	7.8127	9.1537	8.0655	9.3704	0.8181	0.8311	4.8247	0.7326	0.0000	0.0000	0.0000	0.0000	0.2197	7.7353	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	73.0013	13.8308	67.0217	74.3000	99.1015	7.0607	0.9053	5.7928	1.4874	0.0000	0.0000	0.0000	0.0000	0.4394	66.3982	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0583	0.0144	0.0174	0.0017
23	1100.0000	1150.0000	0.0129	0.0000	0.0129	0.0000	0.0000	0.0000	1.9902	11.7882	8.4050	11.9550	8.6375	0.5147	0.8286	4.7628	0.7235	0.0000	0.0000	0.0000	0.0000	0.4087	10.7123	1.9872	11.5033	8.7573	11.6737	8.9800	0.6491	0.8286	4.7630	0.7236	0.0000	0.0000	0.0000	0.0000	0.4032	10.3942	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	86.8465	223.7995	48.8854	240.0594	99.6599	70.6308	0.8086	4.6226	0.6626	0.0000	0.0000	0.0000	0.0000	3.3007	212.2831	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0440	0.0000	0.0094	0.0015
24	1150.0000	1200.0000	0.0100	0.0000	0.0098	0.0000	0.0001	0.0000	2.1365	9.7569	6.9461	9.9881	7.2673	0.2841	0.8279	4.6753	0.6940	0.0000	0.0000	0.0000	0.0000	0.5096	8.4871	1.8617	9.8791	6.6647	10.0530	6.9199	0.5101	0.8273	4.6923	0.6943	0.0000	0.0000	0.0000	0.0000	0.5174	8.6069	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	72.9177	11.5886	36.3909	73.8328	81.4941	15.7224	0.8670	3.5601	0.6708	0.0000	0.0000	0.0000	0.0000	0.1291	32.6128	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0128	0.0491	0.0052	0.0032
25	1200.0000	1250.0000	0.0082	0.0000	0.0080	0.0000	0.0002	0.0000	2.4154	8.4938	11.1018	8.8306	11.3615	0.3037	0.8281	4.7479	0.7156	0.0000	0.0000	0.0000	0.0000	0.6760	10.0141	1.7786	9.5412	11.8766	9.7056	12.0090	0.5755	0.8273	4.7988	0.7016	0.0000	0.0000	0.0000	0.0000	0.6926	10.8390	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	70.3258	37.1643	48.2353	79.5419	85.2782	28.4545	0.8583	2.6656	1.2864	0.0000	0.0000	0.0000	0.0000	0.0000	42.2947	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0365	0.0300	0.0047	0.0024
26	1250.0000	1300.0000	0.0061	0.0000	0.0060	0.0000	0.0001	0.0000	1.7878	12.5325	10.7943	12.6594	10.9413	0.8493	0.8272	4.7800	0.6860	0.0000	0.0000	0.0000	0.0000	0.3994	11.4970	1.5781	11.6987	10.1770	11.8047	10.2986	0.7006	0.8263	4.7820	0.6859	0.0000	0.0000	0.0000	0.0000	0.4040	10.5918	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	75.4763	89.9478	69.1023	117.4193	102.3318	13.5448	0.9053	4.6102	0.6960	0.0000	0.0000	0.0000	0.0000	0.0000	88.7952	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0037	0.0010
27	1300.0000	1350.0000	0.0047	0.0000	0.0047	0.0000	0.0000	0.0000	1.4027	10.5858	11.1617	10.6783	11.2495	0.2681	0.8265	4.7426	0.7075	0.0000	0.0000	0.0000	0.0000	0.5278	10.0885	1.4027	10.2322	11.1555	10.3279	11.2433	0.2482	0.8265	4.7422	0.7067	0.0000	0.0000	0.0000	0.0000	0.5281	10.0823	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	82.3526	652.4139	32.6390	657.5909	88.5848	32.2271	0.9053	5.4233	1.9005	0.0000	0.0000	0.0000	0.0000	0.0000	651.5915	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0158	0.0012	0.0007
28	1350.0000	1400.0000	0.0038	0.0000	0.0038	0.0000	0.0000	0.0000	1.7213	9.7609	7.3164	9.9115	7.5162	0.2674	0.8263	4.6658	0.6865	0.0000	0.0000	0.0000	0.0000	3.3389	7.8192	1.7215	9.1420	9.8601	9.3027	10.0092	0.2725	0.8263	4.6663	0.6865	0.0000	0.0000	0.0000	0.0000	0.3023	8.6826	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	23133.6819	19.4267	23133.8981	101.8695	27.1648	0.7960	2.2445	0.7071	0.0000	0.0000	0.0000	0.0000	16323.8294	16392.0434	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0686	0.0281	0.0008	0.0019
29	1400.0000	1450.0000	0.0031	0.0000	0.0030	0.0000	0.0001	0.0000	4.2746	9.5925	10.9914	10.5018	11.7934	1.6440	0.8295	4.6133	0.7050	0.0000	0.0000	0.0000	0.0000	4.4360	8.7794	2.1907	9.8495	7.9969	10.0901	8.2916	0.5216	0.8266	4.6888	0.7049	0.0000	0.0000	0.0000	0.0000	0.7457	8.5508	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	99.5847	14.9125	125.4286	100.6951	160.1545	30.5804	0.9053	2.6656	0.7071	0.0000	0.0000	0.0000	0.0000	99.5839	69.7996	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0143	0.0000	0.0011	0.0000
30	1450.0000	1500.0000	0.0024	0.0000	0.0023	0.0000	0.0000	0.0000	2.6522	14.8938	12.8122	15.1281	13.0838	1.2135	0.8268	4.7015	0.7127	0.0000	0.0000	0.0000	0.0000	0.6741	14.0604	2.2356	15.0823	11.5780	15.2471	11.7918	0.8696	0.8256	4.7194	0.7128	0.0000	0.0000	0.0000	0.0000	0.6842	14.2712	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	24.1252	102.9373	102.8690	143.5133	24.1418	0.9053	3.5082	0.7071	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000
31	1500.0000	1550.0000	0.0019	0.0000	0.0019	0.0000	0.0000	0.0000	2.1759	8.4734	7.8843	8.7483	8.1790	0.0515	0.8239	4.6602	0.6764	0.0000	0.0000	0.0000	0.0000	0.4844	6.9792	2.1764	8.5294	7.8871	8.8027	8.1819	0.0415	0.8238	4.6595	0.6765	0.0000	0.0000	0.0000	0.0000	0.4848	7.0476	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	15.5063	101.3918	101.1951	142.4089	15.7350	0.9053	5.7457	0.4020	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0000
32	1550.0000	1600.0000	0.0016	0.0000	0.0016	0.0000	0.0000	0.0000	2.9101	7.8128	14.8350	8.3372	15.1178	1.7597	0.8268	4.6977	0.7243	0.0000	0.0000	0.0000	0.0000	1.1024	14.0209	2.9101	7.7558	14.8350	8.2838	15.1178	1.7597	0.8268	4.6977	0.7243	0.0000	0.0000	0.0000	0.0000	1.1024	14.0209	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0150	0.0000	0.0004	0.0000
33	1600.0000	1650.0000	0.0012	0.0000	0.0012	0.0000	0.0000	0.0000	2.9198	16.5384	6.3736	16.7942	7.0105	0.5961	0.8273	4.6872	0.6919	0.0000	0.0000	0.0000	0.0000	1.6691	15.7240	2.9198	16.5384	6.3736	16.7942	7.0105	0.5961	0.8273	4.6872	0.6919	0.0000	0.0000	0.0000	0.0000	1.6691	15.7240	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0007
34	1650.0000	1700.0000	0.0010	0.0000	0.0010	0.0000	0.0000	0.0000	4.3677	12.3818	9.0252	13.1296	10.0265	0.9765	0.8273	4.6914	0.6563	0.0000	0.0000	0.0000	0.0000	1.0252	11.3499	4.3677	12.3818	15.0290	13.1296	15.6508	0.9765	0.8273	4.6914	0.6563	0.0000	0.0000	0.0000	0.0000	1.0252	14.2434	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0002
35	1700.0000	1750.0000	0.0009	0.0000	0.0008	0.0000	0.0001	0.0000	8.8342	6.2182	18.9676	10.8032	20.9240	2.9595	0.8387	5.6076	0.7296	0.0000	0.0000	0.0000	0.0000	4.0180	17.4472	4.8509	6.9762	12.5711	8.4970	13.4746	1.5241	0.8242	4.7796	0.6469	0.0000	0.0000	0.0000	0.0000	4.3491	10.6782	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	29.9368	103.1023	104.3849	143.6318	25.4378	1.0147	15.6555	1.7329	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000
36	1750.0000	1800.0000	0.0006	0.0000	0.0006	0.0000	0.0000	0.0000	4.7530	28.4483	14.8321	28.8427	15.5750	1.5004	0.8253	4.5388	0.7126	0.0000	0.0000	0.0000	0.0000	4.1658	27.7157	4.7549	18.1525	14.7943	18.7650	15.5396	1.4788	0.8253	4.5392	0.7121	0.0000	0.0000	0.0000	0.0000	4.1676	16.9833	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	24477.5440	112.2423	24477.7483	150.3274	67.8070	0.9053	3.5547	1.9408	0.0000	0.0000	0.0000	0.0000	0.0000	24477.4498	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000
37	1800.0000	1850.0000	0.0005	0.0000	0.0005	0.0000	0.0000	0.0000	7.5072	11.7677	8.8250	13.9584	11.5861	3.4004	0.8007	4.6254	0.6571	0.0000	0.0000	0.0000	0.0000	1.5672	10.2924	7.5072	11.7677	8.8250	13.9584	11.5861	3.4004	0.8007	4.6254	0.6571	0.0000	0.0000	0.0000	0.0000	1.5672	10.2924	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000
38	1850.0000	1900.0000	0.0004	0.0000	0.0004	0.0000	0.0000	0.0000	7.3816	12.1132	11.9877	14.1851	14.0781	0.6452	0.8353	5.2267	0.7780	0.0000	0.0000	0.0000	0.0000	3.5042	10.8461	7.3816	12.1132	11.9877	14.1851	14.0781	0.6452	0.8353	5.2267	0.7780	0.0000	0.0000	0.0000	0.0000	3.5042	10.8461	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000
39	1900.0000	1950.0000	0.0003	0.0000	0.0003	0.0000	0.0000	0.0000	5.3319	12.9941	8.7650	14.0455	10.2594	0.9810	0.8262	4.9784	0.6916	0.0000	0.0000	0.0000	0.0000	3.9916	11.2253	5.3319	12.9941	8.7650	14.0455	10.2594	0.9810	0.8262	4.9784	0.6916	0.0000	0.0000	0.0000	0.0000	3.9916	11.2253	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
40	1950.0000	2000.0000	0.0013	0.0000	0.0012	0.0000	0.0000	0.0000	4.0994	16.7973	13.9565	17.2902	14.5461	0.4669	0.8194	4.5159	0.6670	0.0000	0.0000	0.0000	0.0000	0.4050	16.1361	2.5376	17.3327	14.3856	17.5175	14.6077	0.0771	0.8202	4.5584	0.6657	0.0000	0.0000	0.0000	0.0000	0.4188	16.6839	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	12.2590	12.4216	100.7486	100.7685	11.9489	0.7960	3.2660	0.7071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000
