Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR2000N1100MM	WR2000N300MM	WR4000N2100MM	WR4000N300MM
2	50.0000	100.0000	59.7716	0.0000	0.9470	54.9068	2.1791	1.7387	2.6751	6.9511	6.5669	7.4480	7.0908	1.3644	0.0000	0.0000	0.0000	0.3198	0.0000	0.4698	0.3729	0.3085	6.7748	15.0165	13.1778	10.0272	19.9787	18.0565	1.5066	0.0000	0.0000	0.0000	0.3602	0.0000	0.4705	0.4243	4.0810	12.5087	2.7904	6.7149	6.7896	7.2716	7.3407	1.4450	0.0000	0.0000	0.0000	0.3118	0.0000	0.4697	0.3670	0.1072	6.6839	16.1253	10.4154	6.2977	19.1965	17.3115	6.2479	0.0000	0.0000	0.0000	0.3960	0.0000	0.4998	0.4694	5.7815	7.0032	14.7090	12.6612	6.9882	19.4077	16.2847	5.5663	0.0000	0.0000	0.0000	0.4542	0.0000	0.4366	0.4118	0.0683	11.3468	0.2060	0.4924	0.0002	0.0081
3	100.0000	150.0000	216.8403	0.0000	8.1238	194.9923	5.4009	8.3234	1.4294	6.3211	6.0051	6.4807	6.1729	0.6387	0.0000	0.0000	0.0000	0.2386	0.0000	0.6997	0.2847	0.2254	6.2346	5.0323	12.1068	10.5553	13.1110	11.6936	2.4268	0.0000	0.0000	0.0000	0.2755	0.0000	0.7402	0.3176	1.1310	11.9907	1.5282	6.2993	5.9279	6.4820	6.1218	0.6754	0.0000	0.0000	0.0000	0.2337	0.0000	0.6974	0.2809	0.2235	6.2092	9.9752	6.3316	4.2267	11.8150	10.8337	5.8510	0.0000	0.0000	0.0000	0.2536	0.0000	0.7124	0.3043	0.0000	2.2784	6.2403	3.9215	6.7670	7.3701	9.2050	0.6155	0.0000	0.0000	0.0000	0.3079	0.0000	0.7049	0.3268	0.5073	6.6682	3.3862	5.0732	0.0009	0.0513
4	150.0000	200.0000	296.2408	0.0000	24.8892	254.3210	5.7122	11.3184	1.1815	5.7190	5.5437	5.8397	5.6682	0.4311	0.0000	0.0000	0.0000	0.2101	0.0000	0.7998	0.2551	0.1472	5.6469	2.7345	10.1180	8.3974	10.4810	8.8314	0.3674	0.0000	0.0000	0.0000	0.2557	0.0000	0.8469	0.2837	0.3322	10.0630	1.3126	5.2728	5.3085	5.4338	5.4684	0.4642	0.0000	0.0000	0.0000	0.2037	0.0000	0.7959	0.2507	0.1964	5.2147	9.7014	4.0632	4.0475	10.5180	10.5119	3.7572	0.0000	0.0000	0.0000	0.2291	0.0000	0.7278	0.2619	0.0000	3.8353	5.1289	7.0983	6.7323	8.7573	8.4634	0.2352	0.0000	0.0000	0.0000	0.2448	0.0000	0.8206	0.2877	0.1714	7.0365	16.1460	17.9740	0.0070	0.1183
5	200.0000	250.0000	317.7754	0.0000	57.6752	240.9428	3.3057	15.8517	1.0879	5.9114	5.7848	6.0107	5.8862	0.3329	0.0000	0.0000	0.0000	0.3513	0.0000	1.0166	0.3549	0.1519	5.7904	1.7788	7.8705	7.8383	8.0690	8.0376	0.7595	0.0000	0.0000	0.0000	0.4213	0.0000	1.1162	0.3898	0.4787	7.7446	1.3315	5.3341	5.1828	5.4978	5.3511	0.4622	0.0000	0.0000	0.0000	0.3313	0.0000	0.9913	0.3446	0.3065	5.1898	13.0726	9.9515	7.2961	16.4294	14.9708	3.2059	0.0000	0.0000	0.0000	0.3353	0.0000	0.9322	0.3683	1.6338	9.2178	4.0858	7.4076	7.5616	8.4597	8.5948	1.7436	0.0000	0.0000	0.0000	0.4051	0.0000	1.0572	0.3815	0.7366	7.2817	46.5370	38.2253	0.0233	0.2190
6	250.0000	300.0000	277.9431	0.0000	77.2209	180.2543	2.2378	18.2301	1.1095	5.5382	5.7715	5.6482	5.8772	0.1893	0.0000	0.0000	0.0000	0.3493	0.0000	1.0233	0.3600	0.1719	5.6546	1.5145	8.0544	7.7326	8.1956	7.8795	0.1959	0.0000	0.0000	0.0000	0.4098	0.0000	1.1389	0.3961	0.4151	7.9518	1.5269	4.4208	4.9619	4.6771	5.1916	0.0447	0.0000	0.0000	0.0000	0.3196	0.0000	0.9686	0.3422	0.0505	4.8447	16.3792	9.9253	6.9365	19.1517	17.7874	5.5930	0.0000	0.0000	0.0000	0.3577	0.0000	0.9959	0.3799	3.4401	8.1220	3.6028	5.8747	5.6440	6.8915	6.6959	1.6686	0.0000	0.0000	0.0000	0.3865	0.0000	1.0779	0.3806	0.2365	5.4969	86.4735	57.5158	0.0682	0.3354
7	300.0000	350.0000	212.0504	0.0000	76.0286	117.9921	1.5263	16.5034	1.2246	5.4773	4.8368	5.6126	4.9894	0.4046	0.0000	0.0000	0.0000	0.3462	0.0000	1.0327	0.3594	0.1094	5.3478	1.5613	6.5363	7.1511	6.7202	7.3195	0.6741	0.0000	0.0000	0.0000	0.3970	0.0000	1.1289	0.3876	0.4688	6.9927	1.8735	4.4882	3.3092	4.8635	3.8027	0.1302	0.0000	0.0000	0.0000	0.3112	0.0000	0.9643	0.3395	0.1378	4.3568	19.0648	19.8565	9.9281	27.5272	21.4949	11.6393	0.0000	0.0000	0.0000	0.3265	0.0000	0.9555	0.3703	0.5664	16.0516	3.6491	6.7546	5.3720	7.6773	6.4942	0.3169	0.0000	0.0000	0.0000	0.3640	0.0000	1.0862	0.3707	0.4631	6.6296	135.4332	79.1756	0.1230	0.4438
8	350.0000	400.0000	140.3401	0.0000	57.0285	69.1425	1.7682	12.4009	1.4666	4.2342	4.5468	4.4810	4.7775	0.8298	0.0000	0.0000	0.0000	0.3400	0.0000	1.0329	0.3593	0.1082	4.3336	1.6552	5.8362	6.1584	6.0664	6.3769	0.4260	0.0000	0.0000	0.0000	0.3770	0.0000	1.1192	0.3820	0.2161	6.0183	2.5008	3.2448	3.5880	4.0967	4.3735	2.0052	0.0000	0.0000	0.0000	0.3075	0.0000	0.9548	0.3396	0.1338	3.0215	17.7234	4.1434	5.9987	18.2013	18.7111	5.6519	0.0000	0.0000	0.0000	0.2857	0.0000	0.8874	0.3064	0.0096	1.7562	4.0877	6.3743	4.7323	7.5724	6.2533	1.7220	0.0000	0.0000	0.0000	0.3584	0.0000	1.0927	0.3721	0.3047	6.0094	185.2830	105.2967	0.1905	0.5704
9	400.0000	450.0000	84.7036	0.0000	39.3679	35.4495	0.7417	9.1445	1.7391	4.0231	4.3031	4.3829	4.6413	0.1987	0.0000	0.0000	0.0000	0.3462	0.0000	1.0160	0.3612	0.1198	4.1464	1.8927	4.4834	5.8931	4.8665	6.1896	0.8653	0.0000	0.0000	0.0000	0.3773	0.0000	1.1126	0.3829	0.1278	5.6968	3.3379	3.4371	2.5184	4.7912	4.1813	0.7751	0.0000	0.0000	0.0000	0.3100	0.0000	0.9070	0.3363	0.3351	3.1732	24.0703	3.7412	1.6000	24.3593	24.1234	1.6693	0.0000	0.0000	0.0000	0.3453	0.0000	0.9085	0.3575	0.0000	3.1840	4.6744	5.1822	5.6994	6.9789	7.3711	1.2553	0.0000	0.0000	0.0000	0.3526	0.0000	1.0309	0.3642	0.5546	5.4122	224.1947	128.8089	0.3045	0.6301
10	450.0000	500.0000	53.6522	0.0000	26.4982	20.2237	0.8182	6.1121	2.1596	6.5017	6.8192	6.8510	7.1530	0.1195	0.0000	0.0000	0.0000	2.6245	0.0000	4.6611	2.4118	0.1904	3.5469	2.1882	7.1967	7.7336	7.5220	8.0372	0.3353	0.0000	0.0000	0.0000	2.7463	0.0000	4.9131	2.5156	0.1413	4.7312	4.5014	5.6048	5.8773	7.1887	7.4030	0.2044	0.0000	0.0000	0.0000	2.4415	0.0000	4.3010	2.2527	0.3674	2.2963	24.4040	7.5679	11.8792	25.5505	27.1417	10.5571	0.0000	0.0000	0.0000	2.5224	0.0000	4.2866	2.2840	0.0000	0.0135	6.0713	7.4039	6.7345	9.5749	9.0672	0.8201	0.0000	0.0000	0.0000	2.7159	0.0000	4.8104	2.5051	0.5731	4.1263	262.9519	158.3103	0.4167	0.7371
11	500.0000	550.0000	34.1554	0.0000	18.1193	10.8907	0.8363	4.3091	2.6125	6.9653	7.1555	7.4392	7.6175	0.6905	0.0000	0.0000	0.0000	2.8010	0.0000	4.9647	2.5774	0.4002	3.5304	2.4897	7.7874	7.9466	8.1757	8.3274	1.1483	0.0000	0.0000	0.0000	3.0141	0.0000	5.3112	2.7576	0.4172	4.3111	6.1384	5.8758	6.1505	8.4973	8.6896	1.6788	0.0000	0.0000	0.0000	2.4592	0.0000	4.4243	2.2850	0.6091	2.1311	27.5231	11.7229	10.6413	29.9157	29.5086	10.4152	0.0000	0.0000	0.0000	2.3291	0.0000	4.2917	2.2408	0.0000	0.2921	7.0713	7.3229	7.6634	10.1798	10.4274	0.7562	0.0000	0.0000	0.0000	2.8603	0.0000	5.0044	2.6237	0.3533	4.4201	313.6584	177.8921	0.5509	0.7702
